Start Time,End Time,EN,ES,Highlight,Comments,Speaker
00:03:26:16,00:03:29:19,as amulet.,como amuleto.,,,eliana
00:03:29:19,00:03:32:09,And where does that salt you have come from?,¿Y de dónde viene esa sal que tienes?,,,eliana
00:03:33:14,00:03:36:01,"From here, from right here.","De aquí, de aquí mismo.",,,eliana
00:03:36:01,00:03:37:07,they are from that,Son de esa,,,eliana
00:03:37:18,00:03:40:12,Salt.,Sal.,,,eliana
00:03:41:10,00:03:44:24,"in the grains, because after here it happens,","en los granos, porque después de aquí pasa,",,,eliana
00:03:44:24,00:03:46:13,You saw,¿Usted vio,,,eliana
00:03:47:10,00:03:51:05,"the trucks that carried the salt
And the part where we met before the museum?","los camiones que llevaban la sal
y la parte donde nos encontrábamos antes del museo?",,,eliana
00:03:51:18,00:03:54:18,"That is where they refine the salt. where they wash it,","Ahí es pues donde refinan la sal. Donde la lavan,",,,eliana
00:03:55:23,00:03:56:18,that salt,esa sal,,,eliana
00:03:56:18,00:04:01:16,"how do you see it here, well, they wash it there and then
moves to Uribia,","cómo la ve aquí, pues allá la lavan y después
se traslada hasta Uribia,",,,eliana
00:04:01:16,00:04:05:02,"where the mills are and there, um, they refine it","donde se encuentran los molinos y allá, este, la refinan",,,eliana
00:04:06:02,00:04:10:08,and the salt remains fit for consumption.,y queda la sal como apta para el consumo.,,,eliana
00:04:10:08,00:04:12:10,"And you think that well, you're from here","Y crees que pues, bueno tu eres de aquí",,,eliana
00:04:12:10,00:04:16:09,"Also this salt is from here, do you think there is a connection?","También esta sal es de aquí, ¿Crees que hay una conexión?",,,eliana
00:04:16:09,00:04:19:24,Here too?,"¿Aquí, también?",,,eliana
00:04:19:24,00:04:24:20,"Possibly, yes, yes
because it is important for all Manaureros (the people of her town),","Posiblemente, sí, si
porque es importante para todos los Manaureros,",,,eliana
00:04:24:20,00:04:28:01,but salt is important to us.,pero la sal es importante para nosotros.,,,eliana
00:04:28:01,00:04:31:09,"I think more than anything, like,","Creo que más que todo, como,",,,eliana
00:04:31:09,00:04:35:04,Like that,"Como, ese",,,eliana
00:04:36:06,00:04:41:18,"means or sustenance that was for our grandparents,","medio o sustento que fue para nuestros abuelos,",,,eliana
00:04:41:18,00:04:46:09,"It was an important stage in the growth
and in the development of our municipality.","fue una etapa importante en el crecimiento
y en el desarrollo de nuestro municipio.",,,eliana
00:04:47:05,00:04:50:13,"So,
if salt is always going to be important to us","Entonces,
si la sal siempre va a ser importante para nosotros",,,eliana
00:04:51:00,00:04:55:08,"and that is as I said before,
what we always try to rescue,","y ese es como le decía anteriormente,
lo que siempre intentamos como que rescatar,",,,eliana
00:04:56:10,00:04:58:15,don't keep it forgotten,no mantenerlo en el olvido,,,eliana
00:04:58:15,00:05:02:07,"and rescue the values of our cultures
and our salt town. Well,","y rescatar los valores de nuestras culturas
y de nuestro pueblo salinero. Pues,",,,eliana
00:05:03:21,00:05:05:10,Manaure is called as,a Manaure lo denominan como,,,eliana
00:05:05:10,00:05:07:20,the white bride of Colombia.,la novia blanca de Colombia.,,,eliana
00:05:09:07,00:05:12:00,That you are right because it is very white.,Que tienes razón pues es muy blanca.,,,eliana
00:05:12:13,00:05:15:22,well it's alright,"Bueno, es bien",,,eliana
00:05:18:08,00:05:21:16,"if we have already been recording,
that's ok. Okay.","si ya hemos estado como grabando,
eso está bien. Ok.",,,eliana
00:05:22:08,00:05:24:20,"But if you don't want us to use any of it, we cut it out.","Pero si no quieres que usemos nada de eso, lo cortamos.",,,eliana
00:05:27:07,00:05:29:10,"Well I don't know, I don't know how to get out","Pues no sé, no sé cómo salga",,,eliana
00:05:29:10,00:05:33:22,"No, I think it's very good, very cool,","No, yo creo que es muy bien, muy chévere,",,,eliana
00:05:33:22,00:05:38:16,"goes with the whole theme, so","va con todo el tema, entonces",,,eliana
00:05:39:24,00:05:43:04,let's go on and,vamos a seguir y,,,eliana
00:05:43:04,00:05:47:04,"Well, tell me first of all, what is your name?","Pues cuéntame primero que todo, ¿Cuál es tu nombre?",,,eliana
00:05:47:13,00:05:48:09,Who are you?,¿Quién eres?,,,eliana
00:05:48:09,00:05:51:14,"Ok, nice to meet you, I'm Eliana","Okey, mucho gusto, soy Eliana",,,eliana
00:05:51:14,00:05:55:10,"Porras, native of here,","Porras, oriunda de aquí,",,,eliana
00:05:55:10,00:05:58:10,"from the municipality of Manaure, I belong to the and E´iruku,","del municipio de Manaure, pertenezco a la E´iruku   ,",,,eliana
00:05:59:17,00:06:00:21,Urariyuu,rariyuu,,,eliana
00:06:01:14,00:06:03:09,Which is is,que es,,,eliana
00:06:03:12,00:06:07:09,"part of my maternal family, my grandmother,
my great grandmother,","parte de mi familia materna, de mi abuela,
mi bisabuela,",,,eliana
00:06:08:02,00:06:10:04,we are part of that clan,hacemos parte de ese clan,,,eliana
00:06:11:10,00:06:13:18,and it is how we characterize ourselves.,y es como nos caracterizamos.,,,eliana
00:06:13:18,00:06:14:07,Is what ?,¿Es que?,,,eliana
00:06:15:03,00:06:18:21,"E´iruku is our clan, how we identify ourselves,","E’iruku es nuestro clan, como nos identificamos,",,,eliana
00:06:19:21,00:06:23:10,"Well, this comes from the maternal line,","Pues esto viene por parte de línea materna,",,,eliana
00:06:23:10,00:06:28:05,"so that's the one that represents me
and the one I represent as well.","entonces esa es la que me representa a mí
y la que yo represento también.",,,eliana
00:06:28:05,00:06:28:19,"Yes of course,","Si claro,",,,eliana
00:06:30:03,00:06:31:11,"excellent,","que bien,",,,eliana
00:06:32:06,00:06:35:01,Where are we right now?,¿En dónde nos encontramos ahora mismo?,,,eliana
00:06:36:15,00:06:38:19,Well right now we are,"Bueno, ahorita mismo nos encontramos",,,eliana
00:06:38:19,00:06:42:14,in a part of the ponds,en una parte de las charcas,,,eliana
00:06:42:14,00:06:46:03,"largest in Colombia, in Manaure, La Guajira,","más grande de Colombia, en Manaure, la Guajira,",,,eliana
00:06:47:07,00:06:50:13,"And puddles of what? Salt ponds, huge pools","¿Y charcas de qué? Charcas de sal, piscinas",,,eliana
00:06:50:20,00:06:57:10,of sea salt.,enormes de sal marina.,,,eliana
00:06:57:10,00:06:59:11,"I mean, we were at the Ichi museum.","Ósea, estábamos en el museo del Ichi.",,,eliana
00:07:00:03,00:07:03:03,"you can tell me,","me puedes contar,",,,eliana
00:07:03:03,00:07:07:23,"Well, what connection does that have?","Pues, ¿Que conexión tiene eso?",,,eliana
00:07:07:23,00:07:11:20,"The Ichi Salt Museum,
it is a family business","El Museo de la sal Ichi,
es un emprendimiento familiar",,,eliana
00:07:13:23,00:07:16:14,where to rescue,donde se busca rescatar,,,eliana
00:07:16:14,00:07:19:19,all that salt culture of this municipality.,toda esa cultura salinera de este municipio.,,,eliana
00:07:21:02,00:07:24:15,We seek to show how,Buscamos dar a conocer cómo,,,eliana
00:07:25:23,00:07:28:17,"was the process, how were the beginnings","fue el proceso, cómo fueron los inicios",,,eliana
00:07:28:23,00:07:33:09,"From this process of collecting salt here
in the municipality of Manaure.","De este proceso de la recolección de la sal acá
en el municipio de Manaure.",,,eliana
00:07:33:09,00:07:37:04,"Previously,","Anteriormente,",,,eliana
00:07:39:18,00:07:41:21,the waters brought from the Arroyo Limón,las aguas traídas del Arroyo Limón,,,eliana
00:07:42:03,00:07:45:18,"and the Caribbean Sea came together in this space
where we meet","y del Mar Caribe se unían en este espacio
donde nos encontramos",,,eliana
00:07:46:10,00:07:49:23,"And, over time,these were returned.","y con el pasar del tiempo, pues estas se devolvían.",,,eliana
00:07:50:10,00:07:52:11,The sea returned to its place.,El mar volvió a su lugar.,,,eliana
00:07:52:12,00:07:55:14,"The stream over there
also returned to its place","El arroyo que se encuentra hacia allá
también volvió a su lugar",,,eliana
00:07:56:22,00:07:59:04,and there were huge lagoons.,y quedaron unas enormes lagunas.,,,eliana
00:07:59:19,00:08:04:18,"These lagoons with the passing of the days
took the form of a sheet or crystalline film,","Estas lagunas con al pasar de los días
tomaba una forma de sábana o de capa",,,eliana
00:08:04:18,00:08:09:16,"because with the environmental conditions
with which we count","cristalina, pues con las condiciones ambientales
con las que contamos",,,eliana
00:08:09:24,00:08:13:02,"what is the franciscan artemia , artemia","se propiciaba lo que es la artemia franciscana, la artemia",,,eliana
00:08:13:03,00:08:15:08,"Salina, who told her that it is a crustacean","Salina, que le comentaba que es un crustáceo",,,eliana
00:08:17:08,00:08:19:09,gives that characteristic reddish color,que le da el color característico,,,eliana
00:08:19:09,00:08:21:24,to waters and,del rojizo a las aguas y,,,eliana
00:08:23:01,00:08:26:22,"to shrimp, flamingos and herons.","a los camarones, a los flamencos y a las garzas.",,,eliana
00:08:26:22,00:08:31:16,So it's like counting and making known that,Entonces es como contar y dar a conocer esa,,,eliana
00:08:31:17,00:08:36:14,"that story we have,
because Manaure is a place full of a lot of history,","esa historia que tenemos,
porque Manaure es un lugar lleno de mucha historia,",,,eliana
00:08:37:19,00:08:42:11,full of a lot of culture and a lot of love.,lleno de mucha cultura y de mucho amor.,,,eliana
00:08:42:11,00:08:45:18,Cool. And… can you tell me about,Chévere. Y… ¿me puedes contar de,,,eliana
00:08:45:18,00:08:50:02,salt from the perspective of mythology,la sal desde perspectiva de la mitología,,,eliana
00:08:50:02,00:08:52:22,And that love of the four elements?,y ese amor de los cuatro elementos?,,,eliana
00:08:53:19,00:08:57:00,"Well, the legend tells that","Bueno, cuenta la leyenda de que",,,eliana
00:08:58:01,00:09:00:03,"Mma, mother earth",Mma   la Madre Tierra,,,eliana
00:09:00:03,00:09:03:03,She was walking through these beautiful lands,se encontraba caminando por estas hermosas tierras,,,eliana
00:09:03:06,00:09:06:08,"and enjoying the cosmos,","y disfrutando del cosmos,",,,eliana
00:09:06:21,00:09:12:00,"He enjoyed nature and she on her way,","disfrutaba de la naturaleza y ella en su camino,",,,eliana
00:09:12:00,00:09:15:00,"And then, She meets Wüin , which is water.","pues se encuentra con wüin , que es el agua.",,,eliana
00:09:15:16,00:09:18:18,"He was a brave warrior, he went with his bow,","Él era un valiente guerrero, iba con su arco,",,,eliana
00:09:18:18,00:09:22:19,his arrows and then they meet and fall in love.,sus flechas y pues se han encontrado y se han enamorado.,,,eliana
00:09:24:11,00:09:25:20,they fell in love and,Ellos se enamoraron y,,,eliana
00:09:25:20,00:09:30:18,"they lived an intense love that was embraced by Joutai
what is the wind","vivieron un intenso amor que fue abrazado por Joutai
que es el viento",,,eliana
00:09:31:09,00:09:34:05,"and powered by caí, which is the sun.","y alimentado por caí , que es el sol https://www.uniquecolombia.com/blog/5-mitos-de-la-cultura-de-la-alta-guajira-wayuu/",,,eliana
00:09:35:07,00:09:39:09,From this intense love is born,De este intenso amor nace,,,eliana
00:09:39:10,00:09:42:00,the sea salt crystals,lo que son los cristales de sal marina.,,,eliana
00:09:42:24,00:09:46:13,So it's like the explanation,Entonces es como la explicación,,,eliana
00:09:46:20,00:09:51:08,that our ancestors gave to this beautiful,que nuestros antepasados les daban a esta hermosa,,,eliana
00:09:51:19,00:09:54:18,or to these beautiful minerals that we possess,o a estos hermosos minerales que nosotros poseemos,,,eliana
00:09:55:05,00:09:57:24,"here in our territory,","aquí en nuestro territorio,",,,eliana
00:09:58:05,00:10:02:10,"that they are enhancers of life and that,","que son potencializadores de la vida y que,",,,eliana
00:10:03:05,00:10:05:19,It is a space or a place where,es un espacio o un lugar donde se manejan,,,eliana
00:10:05:19,00:10:09:24,"the four elements are managed that are the earth,","los cuatro elementos que son la tierra,",,,eliana
00:10:10:11,00:10:13:14,"water, air and fire,","el agua, el aire y el fuego,",,,eliana
00:10:13:14,00:10:16:12,and in this case the sun.,y en este caso el sol.,,,eliana
00:10:17:14,00:10:21:00,So it's like that enhancement of life,Entonces es como esa potencialización de la vida,,,eliana
00:10:21:00,00:10:25:06,"through these four elements
and that we have the pleasure","a través de estos cuatro elementos
y que nosotros tenemos el gusto",,,eliana
00:10:26:01,00:10:28:15,and the honor of having in our territory.,y el honor de tener en nuestro territorio.,,,eliana
00:10:29:22,00:10:31:02,"Yes, yes and what","Si, sí y ¿me",,,eliana
00:10:31:02,00:10:33:20,Can you tell the importance of salt?,puedes contar la importancia de la sal?,,,eliana
00:10:35:01,00:10:38:10,"Well, salt is for life.",Pues la sal es para la vida.,,,eliana
00:10:39:19,00:10:43:02,"I feel like with food,","Siento que al igual que con la comida,",,,eliana
00:10:44:10,00:10:47:13,when there’s no,cuando no hay,,,eliana
00:10:48:20,00:10:53:14,"salt lacks seasoning, but not excessively.","sal le falta sazón, pero tampoco en exceso.",,,eliana
00:10:53:18,00:10:54:20,"Because,","Porque,",,,eliana
00:10:55:13,00:11:00:12,But here in Manaure salt is important,Pero aquí en Manaure la sal tiene una importancia,,,eliana
00:11:00:12,00:11:05:18,because apart from that it was an important factor,porque aparte de que fue un factor importante,,,eliana
00:11:05:18,00:11:10:21,"in the economic growth of the municipality, was the,","en el crecimiento económico del municipio, fue el,",,,eliana
00:11:11:22,00:11:14:20,"well it was like,","bueno fue como,",,,eliana
00:11:15:24,00:11:18:12,"that, that, I mean,","ese, ese, bueno.",,,eliana
00:11:18:15,00:11:19:24,"It is important because,","Tiene la importancia por,",,,eliana
00:11:19:24,00:11:22:13,because of how our parents came out,por como nuestros padres salieron,,,eliana
00:11:24:21,00:11:26:04,forward because of,adelante a base,,,eliana
00:11:26:04,00:11:28:16,"of the effort, of the exploitation of salt","del esfuerzo, de la explotación de la sal",,,eliana
00:11:29:10,00:11:32:10,"of this mineral, which","de este mineral, que",,,eliana
00:11:32:10,00:11:34:23,"it's a craft,","es una obra,",,,eliana
00:11:34:23,00:11:38:01,"Well,
its collection was produced before in an artisanal way","bueno,
su recolección se producía antes de manera artesanal",,,eliana
00:11:38:10,00:11:40:12,and our grandparents were dedicated to this,y nuestros abuelos se dedicaban a esto,,,eliana
00:11:41:13,00:11:44:00,"also,","también,",,,eliana
00:11:44:00,00:11:46:20,"thanks to this
they had their livelihood, their education","gracias a esto
ellos tuvieron su sustento, su educación",,,eliana
00:11:47:01,00:11:49:20,"And thanks to that, we are also here.",y gracias a eso pues también estamos nosotros acá.,,,eliana
00:11:50:13,00:11:55:22,"Yes, can you tell me the artisan way
to collect the salt","Si, ¿me puedes contar de la manera artesanal
de recolectar la sal",,,eliana
00:11:55:22,00:11:59:22,"and in history
Well, how do women play their role? Okay,","y en la historia,
pues como las mujeres el papel de ellas? Ok,",,,eliana
00:12:01:06,00:12:03:16,well the artisan way,"bueno, la manera artesanal",,,eliana
00:12:03:16,00:12:06:12,to collect the salt is with,de recolectar la sal es con,,,eliana
00:12:07:21,00:12:10:12,"shovels and picks, then,","palas y picos, entonces,",,,eliana
00:12:11:18,00:12:15:02,"what we see, the whole lagoon that I was commenting on","esto que vemos, toda la laguna que les comentaba",,,eliana
00:12:15:03,00:12:18:21,"that were formed, with the passing of time
they became solid","que se formaban, con el pasar del tiempo
se volvían sólidas",,,eliana
00:12:20:19,00:12:23:13,"They, well, with the shovel and pick","Ellas, pues con la pala y el pico",,,eliana
00:12:23:13,00:12:27:18,"They are cut and collected in those little ones,","se cortan y se van recolectando en esas pequeñas,",,,eliana
00:12:27:22,00:12:31:03,In these small pyramids are collected,En esas pequeñas pirámides se van recolectando,,,eliana
00:12:31:24,00:12:34:15,"and this is a process very,","y este es un proceso totalmente,",,,eliana
00:12:35:19,00:12:38:11,It's a bit demanding.,"Es un poco lidioso,",,,eliana
00:12:38:11,00:12:44:05,"but it is not,","pero tampoco es,",,,eliana
00:12:44:05,00:12:47:16,Rocket science either.,Tampoco tiene tanta ciencia.,,,eliana
00:12:47:16,00:12:50:03,"And well, as you see,","Y bueno, como usted ve,",,,eliana
00:12:50:03,00:12:53:11,The salt pans are huge,Los cuadros de sal son enormes,,,eliana
00:12:54:06,00:12:59:09,and the work was previously divided in a family way.,y el trabajo antes se dividía de manera familiar.,,,eliana
00:12:59:13,00:13:01:15,It was in a family way,"Era de manera familiar,",,,eliana
00:13:01:20,00:13:04:00,the parents came,"venían los padres,",,,eliana
00:13:04:00,00:13:08:20,"children, nephews,
They all came, around four in the morning","los hijos, los sobrinos,
venían todos, tipo cuatro de la madrugada",,,eliana
00:13:08:20,00:13:12:09,"until ten at night, ten in the morning,","hasta diez de la noche, diez de la mañana,",,,eliana
00:13:12:24,00:13:17:07,"and then again at four in the afternoon
and until nightfall.","y luego nuevamente a las cuatro de la tarde
y hasta el anochecer.",,,eliana
00:13:17:07,00:13:19:07,"As I mentioned earlier, how","Como comentaba anteriormente, como que",,,eliana
00:13:21:00,00:13:24:07,"This led to what became bartering,","esto dio paso a lo que fue el trueque,",,,eliana
00:13:24:24,00:13:29:01,"because there were people who stayed
the entire day and","porque había personas que se quedaban
toda la jornada completa y",,,eliana
00:13:30:11,00:13:33:21,"there were entrepreneurs
who set up their little shops and sold","había personas emprendedoras
que armaban sus tienditas y vendían",,,eliana
00:13:33:21,00:13:37:17,"what was the chicha, the water,","lo que era la chicha, el agua,",,,eliana
00:13:37:17,00:13:42:16,"the lunches made for these people
and they were exchanged for only a lump of salt,","los almuerzos hechos para estas personas
y solamente se intercambiaban por un bulto de sal,",,,eliana
00:13:43:00,00:13:45:18,"a little lump of salt for the food, for la chicha,","un bultito de sal por la comida, la chicha,",,,eliana
00:13:45:18,00:13:49:07,what they want to consume.,lo que quisieran consumir.,,,eliana
00:13:49:07,00:13:52:08,"Also
there were women who were in charge of the distribution","También
había mujeres que se encargaban de la distribución",,,eliana
00:13:52:08,00:13:57:08,"of the salt, which were collected,","de la sal, que se recolectaban,",,,eliana
00:13:57:09,00:14:01:22,"were largely collected
and when distributing and selling came,","se recolectaban en gran medida
y al momento de distribuirlas y venderlas",,,eliana
00:14:02:08,00:14:07:05,"owners were already notified that they could
Go claim their money.","ya se les avisaba a los propietarios de que podían
ir a reclamar su dinero.",,,eliana
00:14:08:01,00:14:10:11,"And it was also a way of,","Y también fue una manera como de,",,,eliana
00:14:11:19,00:14:14:13,"distribution, distribution of the salt","distribuir, de distribuir la sal",,,eliana
00:14:14:13,00:14:16:24,"and higher growth, economic growth.","y de mayor crecimiento, crecimiento económico.",,,eliana
00:14:18:16,00:14:20:22,And the women were the bosses?,¿Y las mujeres fueron las jefas?,,,eliana
00:14:20:22,00:14:23:10,The women were the bosses.,Las mujeres eran las jefas.,,,eliana
00:14:23:10,00:14:25:02,Some women were the bosses,Algunas mujeres eran las jefas,,,eliana
00:14:27:20,00:14:31:15,and are recognized for being matronas (female leaders).,y son reconocidas por ser matronas.,,,eliana
00:14:32:12,00:14:36:06,Here in this space that was given here,Aquí en este espacio que se dio aquí,,,eliana
00:14:36:06,00:14:41:10,in the 1960's,en la época de 1960,,,eliana
00:14:41:10,00:14:44:17,"1970, which was like that golden age","1970, que fue como esa época dorada",,,eliana
00:14:44:23,00:14:47:21,"where was the exploitation seen
of salt to a great extent.","donde se vio la explotación
de la sal en gran medida.",,,eliana
00:14:49:02,00:14:50:22,"And now, well, we've talked","Y ahora, bueno, hemos hablado",,,eliana
00:14:50:22,00:14:55:07,"and we have seen that there is a lot of industrialization
of the salt, which","y hemos visto que hay mucha industrialización
de la sal, cuales",,,eliana
00:14:55:07,00:14:57:23,effects has that had?,efectos ha tenido eso?,,,eliana
00:14:57:24,00:15:00:15,What changes have happened here in so long?,cuales cambios han pasado aquí en tanto?,,,eliana
00:15:01:14,00:15:03:15,"So, how",Pues como,,,eliana
00:15:05:02,00:15:07:20,Well,Bueno,,,eliana
00:15:09:01,00:15:14:04,"salt, industrialization of salt","la sal, la industrialización de la sal",,,eliana
00:15:14:12,00:15:18:01,13 years ago is no longer the same,hace 13 años ya no es la misma,,,eliana
00:15:19:14,00:15:22:07,"right now here in the municipality well they are,","ahorita mismo aquí en el municipio pues se están,",,,eliana
00:15:23:03,00:15:26:13,They are mobilizing the companies,Están movilizando lo que son las empresas,,,eliana
00:15:27:15,00:15:29:19,"That are private, but the company","privadas, pero la empresa",,,eliana
00:15:30:15,00:15:32:22,Sama or Big Group that,Sama o Big Group que,,,eliana
00:15:32:22,00:15:36:14,"It's what they were called before, well no,","es como se llamaban anteriormente, pues no,",,,eliana
00:15:37:17,00:15:40:03,"it has not been, well,","no se ha, bueno,",,,eliana
00:15:40:03,00:15:46:02,"There's been trouble, I couldn't tell you
good because I don't know the subject very well, but","Ha habido problemas, no podría decirle
bien porque no conozco muy bien el tema, pero",,,eliana
00:15:48:06,00:15:51:06,"Business was no longer the same as it used to,",ya la comercialización no fue la misma como,,,eliana
00:15:53:05,00:15:58:18,there was like a break from that so beautiful that we had,hubo como un quiebre de eso tan hermoso que teníamos,,,eliana
00:15:59:07,00:16:02:16,"and something that was left to lose,","y algo que se dejó perder,",,,eliana
00:16:03:03,00:16:04:02,"I don't know,","no sé,",,,eliana
00:16:04:02,00:16:06:18,"well, i don't have the reasons
don't have the main reasons,","bueno, no tengo las razones
no tengo los motivos principales,",,,eliana
00:16:07:08,00:16:11:00,"But, the Manaure that we have now is not the same","Pero, el Manaure que tenemos ahora no es el mismo",,,eliana
00:16:11:01,00:16:14:01,"that we had 30 years ago,","que teníamos hace 30 años atrás,",,,eliana
00:16:15:09,00:16:19:04,where you could see the beautiful white mountains.,donde se podían ver las hermosas montañas blancas.,,,eliana
00:16:19:04,00:16:22:19,"But hey, trusting that,","Pero bueno, confiando en que,",,,eliana
00:16:22:19,00:16:27:03,"In which soon, soon","En que próximamente, próximamente",,,eliana
00:16:27:04,00:16:29:04,We will go back to that golden age.,volveremos a esa época dorada.,,,eliana
00:16:32:13,00:16:34:07,"You can tell me,","¿Me puedes contar,",,,eliana
00:16:34:07,00:16:36:04,"well, wait","pues, espera",,,eliana
00:16:37:17,00:16:40:01,a time that I wrote a lot.,un momento que escribí mucho.,,,eliana
00:16:41:10,00:16:43:10,"oh well, and","Ah bueno, y",,,eliana
00:16:43:18,00:16:46:09,"here we are next to the sea, right?",aquí estamos como al lado del mar no?,,,eliana
00:16:46:10,00:16:46:23,and can you,Y ¿me puedes,,,eliana
00:16:46:23,00:16:51:02,"Tell me something about that kind of people,","Contar un poco de ese tipo de tipo de personas,",,,eliana
00:16:52:14,00:16:54:14,"Well, the fishermen and",pues los pescadores y,,,eliana
