Start Time,End Time,EN,ES,Highlight,Comments,Speaker
00:02:10:12,00:02:13:09,"as governor in charge of La Güajira,","como gobernador encargado de La Guajira,",,,weildler
00:02:13:09,00:02:16:14,"as director of the Colombian Caribbean Observatory,","como director del Observatorio del Caribe Colombiano,",,,weildler
00:02:16:14,00:02:19:01,what is a research center,que es un centro de investigación,,,weildler
00:02:19:01,00:02:22:01,and as manager of the Colombian Central Bank,y como gerente del Banco Central Colombiano,,,weildler
00:02:22:03,00:02:24:05,in the “San Andrés” archipelago,en el archipiélago de San Andrés,,,weildler
00:02:24:05,00:02:25:20,and in the La Güajira department.,y en el departamento de La Guajira.,,,weildler
00:02:27:11,00:02:29:01,And,¿Y,,,weildler
00:02:29:01,00:02:31:15,"well, as we have been talking","bueno, como hemos estado hablando",,,weildler
00:02:31:15,00:02:34:23,the other day about the Wayuú’s ontology,el otro día de la ontología del wayú,,,weildler
00:02:35:15,00:02:38:01,and nature,y de la naturaleza,,,weildler
00:02:38:01,00:02:41:02,"of the earth, what relationship does it have?","de la tierra, ¿qué relación tiene?",,,weildler
00:02:41:04,00:02:43:02,"I mean, we know it's no different,","O sea, sabemos que no es diferente,",,,weildler
00:02:43:02,00:02:44:16,but explain that to me.,pero explicame eso.,,,weildler
00:02:44:16,00:02:47:13,"well, the Wayuú have an ontological conception","bueno, los wayú tienen una concepción ontológica",,,weildler
00:02:47:13,00:02:51:02,"in which we must first understand the notion of time,","en la cual hay que primero entender la noción de tiempo,",,,weildler
00:02:51:21,00:02:52:20,they have a notion of time,tienen una noción,,,weildler
00:02:52:20,00:02:55:21,"in which the substance of all life was humanity,","en que la sustancia de toda la vida era la humanidad,",,,weildler
00:02:56:15,00:02:58:21,"the stars were human, the wind,","los astros eran humanos, los vientos,",,,weildler
00:02:58:21,00:03:01:21,"the current hills, the animals,","los cerros actuales, los animales,",,,weildler
00:03:02:23,00:03:04:07,the plants.,las plantas.,,,weildler
00:03:04:07,00:03:07:14,"All these beings were human, there were social institutions","Todos esos seres eran humanos, había instituciones sociales",,,weildler
00:03:08:01,00:03:10:15,and they communicated throughout human language.,y se comunicaban por la lengua humana.,,,weildler
00:03:10:15,00:03:14:03,"There was already kinship, agriculture, weaving, music,","Ya había parentesco, agricultura, tejido, música,",,,weildler
00:03:14:03,00:03:17:21,"war, all human institutions and practices.","guerra, todas las instituciones y prácticas humanas.",,,weildler
00:03:17:21,00:03:20:17,"But the world was undifferentiated,","Pero el mundo estaba indiferenciado,",,,weildler
00:03:20:17,00:03:23:17,"It had only one form, one substance.","Tenía una sola forma, una sola sustancia.",,,weildler
00:03:23:18,00:03:26:12,Then comes a transformative,Luego viene un tiempo,,,weildler
00:03:26:12,00:03:30:18,"time, several events shape the universe","transformativo, unos eventos que modelan el universo",,,weildler
00:03:31:05,00:03:33:23,and all beings begin to change.,y todos los seres empiezan a cambiar.,,,weildler
00:03:33:23,00:03:36:22,"Many humans become hills,","Muchos humanos se vuelven cerros,",,,weildler
00:03:36:22,00:03:39:22,"others become plants, others become animals.","otros se vuelven plantas, otros se vuelven animales.",,,weildler
00:03:40:14,00:03:41:15,"And in general,","Y en general,",,,weildler
00:03:41:15,00:03:45:02,The only non-transformed beings are current humans.,los únicos seres no transformados son los humanos actuales.,,,weildler
00:03:45:20,00:03:48:13,This morphological differentiation,Esa diferenciación morfológica,,,weildler
00:03:48:13,00:03:51:08,allows us to move into the current world.,nos permite pasar al mundo actual.,,,weildler
00:03:51:08,00:03:54:22,"However, those beings that today have a different form,","Sin embargo, esos seres que hoy tienen una forma distinta,",,,weildler
00:03:54:22,00:03:57:22,"a different taxation,","una fiscalidad diferente,",,,weildler
00:03:58:01,00:04:00:16,They retain a residual humanity,conservan una humanidad residual,,,weildler
00:04:00:16,00:04:02:18,"and a point of view on the universe,","y un punto de vista sobre el universo,",,,weildler
00:04:02:18,00:04:05:09,"because they were human in the past,","porque fueron humanos en el pasado,",,,weildler
00:04:05:09,00:04:08:12,then they are fallen humans or ex-humans.,luego son humanos caídos o ex humanos.,,,weildler
00:04:09:05,00:04:11:12,So they have a voice,¿Entonces ellos tienen una voz,,,weildler
00:04:11:12,00:04:14:12,or do they have a story to tell?,o tienen una historia para contar?,,,weildler
00:04:14:13,00:04:15:23,"They have a story to tell,","Tienen una historia para contar,",,,weildler
00:04:15:23,00:04:18:23,but they no longer have human language to communicate.,pero ya no tienen la lengua humana para comunicarse.,,,weildler
00:04:19:11,00:04:21:15,"They have a desire to show themselves in the world,","Tienen una voluntad de mostrarse en el mundo,",,,weildler
00:04:21:15,00:04:24:11,"plants through flowering,","las plantas a través de la floración,",,,weildler
00:04:24:11,00:04:27:19,"of fruiting, of expanding its leaves,","de la fructificación, de expandir sus hojas,",,,weildler
00:04:28:03,00:04:31:05,"animals to act as such, to behave.","los animales de actuar como tal, de comportarse.",,,weildler
00:04:32:09,00:04:33:06,and to them,Y a ellos,,,weildler
00:04:33:06,00:04:35:16,"we owe them the transmission of knowledge,","les debemos la transmisión de conocimientos,",,,weildler
00:04:35:16,00:04:37:00,to plants and humans,a plantas y humanos,,,weildler
00:04:37:00,00:04:40:04,"weaving, agriculture, war,","el tejido, la agricultura, la guerra,",,,weildler
00:04:40:15,00:04:43:14,"justice, rules.","la justicia, las normas.",,,weildler
00:04:43:17,00:04:46:19,"Everything depends on those mythological beings,","Todo depende de esos seres mitológicos,",,,weildler
00:04:47:06,00:04:50:09,"that live in the current world, but in the past","bueno que viven en el mundo actual, pero que en el pasado",,,weildler
00:04:50:19,00:04:53:22,They were and continue to be our cosmic relatives.,fueron y siguen siendo nuestros parientes cósmicos.,,,weildler
00:04:54:11,00:04:57:11,So can you talk a bit about that relationship that the Wayúu has,Entonces hable un poco de esa relación que tiene el wayúu,,,weildler
00:04:58:08,00:05:01:08,with their own,con sus propios,,,weildler
00:05:02:02,00:05:02:22,elements,elementos,,,weildler
00:05:02:22,00:05:05:01,and characters.,y caracteres.,,,weildler
00:05:05:01,00:05:07:08,How in referential time,Cómo en el tiempo referencial,,,weildler
00:05:07:08,00:05:10:08,"called wayúu Sumaiwa (old) or wayuú Jumaiwa (old),","llamado wayúu Sumaiwa (antiguo) o wayú Jumaiwa (antiguo),",,,weildler
00:05:11:01,00:05:13:15,"They were humans, they had clans,","ellos eran humanos, tenían clanes,",,,weildler
00:05:13:15,00:05:16:12,"Therefore, today they also have clans.",por lo tanto hoy también tienen clanes.,,,weildler
00:05:16:12,00:05:21:05,"So the jaguar, the cat, the wild pig,","Entonces el jaguar, el gato, el cerdo salvaje,",,,weildler
00:05:22:00,00:05:25:00,"certain birds, certain bees","ciertas aves, ciertas abejas",,,weildler
00:05:25:16,00:05:27:14,They have clans because they had them,tienen clanes porque los tenían,,,weildler
00:05:27:14,00:05:30:14,"in the past, therefore they are still related.","en el pasado, por lo tanto siguen siendo parientes.",,,weildler
00:05:31:04,00:05:34:18,"These clans not only refer to that time,","Esos clanes no sólo se refieren a ese tiempo,",,,weildler
00:05:34:18,00:05:36:21,but social attributes,sino atributos sociales,,,weildler
00:05:36:21,00:05:40:03,"like being numerous, being brave, being cunning,","como ser numeroso, ser valiente, ser astutos,",,,weildler
00:05:40:13,00:05:43:22,"be meek, be hardworking, be united.","ser mansos, ser trabajadores, ser unidos.",,,weildler
00:05:44:06,00:05:46:17,All those social attributes,Todos esos atributos sociales,,,weildler
00:05:46:17,00:05:48:16,are shared by humans and animals,lo comparten humanos y animales,,,weildler
00:05:48:16,00:05:52:02,"and it's a way of somehow organizing the world,","y es una forma de alguna manera de organizar el mundo,",,,weildler
00:05:52:14,00:05:55:15,"but through a metonymic vision of the world,","pero a través de una visión metonímica del mundo,",,,weildler
00:05:56:02,00:05:58:18,which is the sharing of social attributes.,que es el compartir atributos sociales.,,,weildler
00:06:00:09,00:06:02:18,"We're going to talk more about that in a bit,","Vamos a hablar más de eso en un rato,",,,weildler
00:06:02:18,00:06:03:19,but I also wanted,pero también quería,,,weildler
00:06:03:19,00:06:07:23,"ask about the history of the people, that is","preguntar de la historia de la gente wayú, ósea",,,weildler
00:06:08:06,00:06:11:12,"because I know that they were not colonized, they are the","porque yo sé que no fueron colonizados, son el",,,weildler
00:06:11:13,00:06:14:18,only non-colonized people or nation.,único pueblo no colonizado o nación.,,,weildler
00:06:15:11,00:06:16:22,"Yes, Wayuú are people that,","Si luego ellos son un pueblo,",,,weildler
00:06:16:22,00:06:19:22,They are a maritime people from the Caribbean,un pueblo marítimo del Caribe,,,weildler
00:06:20:03,00:06:23:00,That adopted cattle in the 16th century,que en el siglo XVI adoptó,,,weildler
00:06:23:00,00:06:26:13,"They transition to pastoralism,","el ganado, hizo una transición hacia el pastoralismo,",,,weildler
00:06:27:01,00:06:28:05,"from being hunters,","de ser cazadores,",,,weildler
00:06:28:05,00:06:31:14,"fishermen, horticulturists, fruit collectors.","pescadores, horticultores, recolectores de frutas.",,,weildler
00:06:32:00,00:06:35:16,This whole set of groups that today we call Wayuú,Todo este conjunto de grupos que hoy llamamos wayú,,,weildler
00:06:36:06,00:06:39:15,They adopted cattle as a way of life,adoptaron la ganadería como forma de vida,,,weildler
00:06:39:15,00:06:42:20,"and they took horses, donkeys, cows,","y tomaron caballos, asnos, vacas,",,,weildler
00:06:42:20,00:06:46:14,goats and sheep and made a transition to pastoralism.,cabras y ovejas y hicieron una transición al pastoralismo.,,,weildler
00:06:46:14,00:06:48:17,"A large part of the population,","Una gran parte de la población,",,,weildler
00:06:48:17,00:06:51:19,a part of that population on the coast,una parte de esa población en el litoral,,,weildler
00:06:52:07,00:06:55:18,were dedicated to fishing and therefore also,se dedicaba a la pesca y por lo tanto también,,,weildler
00:06:55:18,00:07:00:06,"They appropriated navigation techniques, engines, fishing nets","apropiaron técnicas de navegación, motores, redes de pesca",,,weildler
00:07:00:18,00:07:03:07,who were from the Western culture and so too,que eran de occidente y así también,,,weildler
00:07:03:07,00:07:06:13,"They strengthened their economic activities on the coast,","fortalecieron sus actividades económicas en el litoral,",,,weildler
00:07:06:23,00:07:10:12,"but they also crossed empires, they went to Jamaica,","pero también cruzaron imperios, fueron hasta Jamaica,",,,weildler
00:07:10:22,00:07:13:00,"They went to the French keys,","fueron a los cayos franceses,",,,weildler
00:07:13:00,00:07:16:00,"Traveled to the Dutch possessions of Aruba,","fueron las posesiones holandesas de Aruba,",,,weildler
00:07:16:06,00:07:18:05,"Curaçao, Bonaire,","Curazao, Bonaire,",,,weildler
00:07:18:05,00:07:21:04,throughout the Dutch Caribbean and other Caribbean ports.,todo el Caribe holandés y otros puertos del Caribe.,,,weildler
00:07:21:12,00:07:23:05,This allowed them,Esto le permitió,,,weildler
00:07:23:05,00:07:26:18,"cross several empires and have an open mind,","cruzar varios imperios y tener una mentalidad abierta,",,,weildler
00:07:27:02,00:07:31:09,"conceive maps of the world, a very extensive geography,","concebir unos mapas del mundo, una geografía muy extensa,",,,weildler
00:07:31:09,00:07:32:17,"very wide,","muy amplia,",,,weildler
00:07:32:17,00:07:36:01,and see the world beyond the jurisdiction of,y ver el mundo más allá de la jurisdicción de,,,weildler
00:07:36:01,00:07:37:07,the Spanish monarchy.,la monarquía española.,,,weildler
00:07:38:07,00:07:41:07,That is why they are trans-imperial historical subjects.,Por eso son sujetos históricos trans imperiales.,,,weildler
00:07:41:15,00:07:44:03,When they arrive to the Colombian Republic,Cuando llegan a la República de Colombia,,,weildler
00:07:44:03,00:07:46:14,These ties were cut,estos nexos fueron cortados,,,weildler
00:07:46:14,00:07:47:03,and the wayuú,y los wayú,,,weildler
00:07:47:03,00:07:50:20,"were trapped in their peninsula, circumscribed","quedaron encerrados en su península, circunscritos",,,weildler
00:07:51:05,00:07:54:05,to the jurisdiction of the Republic of Colombia.,a la jurisdicción de la República de Colombia.,,,weildler
00:07:56:02,00:07:56:19,Interesting.,Interesante.,,,weildler
00:07:56:19,00:07:59:20,"And before that, I think I had also read that never","Y antes de eso, yo creo que también había leído que nunca",,,weildler
00:07:59:20,00:08:02:22,"were conquered or colonized.
The Wayuú were not","fueron conquistados o colonizados.
Los wayú no",,,weildler
00:08:02:22,00:08:03:22,"subjugated,","fueron sometidos,",,,weildler
00:08:03:22,00:08:06:23,They always rebelled against any form,se rebelaron siempre contra cualquier forma,,,weildler
00:08:06:23,00:08:10:00,Of limitation to their political autonomy.,de limitar su autonomía política.,,,weildler
00:08:10:12,00:08:14:09,"To give an example, in 1769","Para dar un ejemplo, en 1769",,,weildler
00:08:15:11,00:08:18:11,They revolted against the Spanish crown on May 2,se alzaron contra la corona española el 2 de mayo,,,weildler
00:08:18:19,00:08:21:19,"and in a war that lasted more than four years,","y en una guerra que duró más de cuatro años,",,,weildler
00:08:21:20,00:08:23:10,"They burned many Spaniards villages,",quemaron muchos poblados,,,weildler
00:08:23:10,00:08:27:12,"defeated the Spanish military forces,","españoles, derrotaron a las fuerzas militares españolas,",,,weildler
00:08:27:23,00:08:30:23,"They killed missionaries, they destroyed churches","dieron muerte a misioneros, derrumbaron iglesias",,,weildler
00:08:31:07,00:08:34:16,and that is known as the May 69 uprising.,y eso se conoce como el alzamiento de mayo del 69.,,,weildler
00:08:35:07,00:08:37:16,In 1752,En 1752,,,weildler
00:08:37:16,00:08:38:09,they had done,habían hecho,,,weildler
00:08:38:09,00:08:39:09,formal agreements,acuerdos formales,,,weildler
00:08:39:09,00:08:40:19,with the Republic of Holland,con la República de Holanda,,,weildler
00:08:40:19,00:08:42:20,to protect Dutch trade,para proteger el comercio holandés,,,weildler
00:08:42:20,00:08:45:23,"In the güajiro ports, they were historical subjects","en los puertos guajiros,eran sujetos históricos",,,weildler
00:08:46:14,00:08:49:14,"collectives, capable of protecting their territory.","colectivos, capaces de proteger su territorio.",,,weildler
00:08:49:21,00:08:52:21,"So, this people have been a people that has","Entonces, este pueblo ha sido un pueblo",,,weildler
00:08:53:01,00:08:55:06,resisted those forms of external domination,que ha resistido ese tipo de dominación externa.,,,weildler
00:08:57:12,00:09:01:07,Today it has two republics that control its territory,Hoy en día tiene dos repúblicas que controlan su territorio,,,weildler
00:09:01:07,00:09:04:10,"and they divided it, which are Venezuela and Colombia.","y lo dividieron, que son la de Venezuela y la de Colombia.",,,weildler
00:09:07:08,00:09:10:04,And,Y,,,weildler
00:09:10:04,00:09:13:04,"following that, that is, as","siguiendo eso, o sea, como",,,weildler
00:09:15:05,00:09:16:13,,"se,",,,weildler
00:09:16:13,00:09:20:05,"well, can you tell me a little about your justice system?","bueno, me puede hablar un poco de su sistema de justicia",,,weildler
00:09:20:08,00:09:23:00,with the palabrero.,con el palabrero.,,,weildler
00:09:23:00,00:09:25:01,The Wayúu have a justice system,Los wayúu tienen un sistema de justicia,,,weildler
00:09:25:01,00:09:27:01,based on rhetoric,basado en la retórica,,,weildler
00:09:27:01,00:09:30:01,and in persuasion and compensation.,y en la persuasión y en la compensación.,,,weildler
00:09:30:15,00:09:34:17,"Any physical offense, any aggression or any moral affront","Toda falta física, toda agresión o toda afrenta moral",,,weildler
00:09:35:03,00:09:37:19,"that one person causes another, voluntary","que una persona le cause a otra, voluntaria",,,weildler
00:09:37:19,00:09:40:19,"or involuntarily, must be compensated.","o involuntariamente, debe ser compensada.",,,weildler
00:09:41:01,00:09:43:22,"This compensation is not requested directly,","Esta compensación no se solicita directamente,",,,weildler
00:09:43:22,00:09:46:22,"but through specialists, called Pütchipü","sino a través de especialistas, llamado Pütchipü",WHITE (8),,weildler
00:09:47:03,00:09:49:21,"or palabrero, and the compensation","o palabrero, y la compensación",,,weildler
00:09:49:21,00:09:51:08,"is not delivered to the victim,","no se entrega a la víctima,",,,weildler
00:09:51:08,00:09:53:15,but to the relatives of the victim.,sino a los parientes de la víctima.,,,weildler
00:09:53:15,00:09:56:13,"This norm is called sukuaipa wayuu, which means","Esta norma se llaman sukuaipa wayuu, que quieren decir",,,weildler
00:09:56:13,00:09:59:13,"the güajiro way of doing things,","a la manera guajira de hacer las cosas,",,,weildler
00:09:59:14,00:10:02:13,"and these elements that are given are cattle,","y estos elementos que se entregan son ganado,",,,weildler
00:10:02:13,00:10:05:13,"necklaces, animals, and weapons.","collares, animales y armas.",,,weildler
00:10:05:15,00:10:06:23,"Lately money,","Últimamente dinero,",,,weildler
00:10:06:23,00:10:09:01,but money was not in the tradition,pero no estaba en la tradición el dinero,,,weildler
00:10:09:01,00:10:12:05,"Where money is involved, it goes like cattle or like a necklace.",cuando va el dinero va como ganado o como collar.,,,weildler
00:10:13:01,00:10:16:01,Did they use barter a lot?,¿Usaban mucho el trueque?,,,weildler
00:10:16:01,00:10:17:15,They exchanged things,"Intercambiaban cosas,",,,weildler
00:10:17:15,00:10:21:07,"but also the money, because the Wayúu first","pero también el dinero, porque los wayúu primero",,,weildler
00:10:21:19,00:10:24:22,"They exported pearls, they exchanged pearls for weapons,","exportaron perlas, trocaron perlas por armas,",,,weildler
00:10:24:22,00:10:27:22,"for food, for fabric, for metal objects,","por alimentos, por tela, por objetos de metal,",,,weildler
00:10:28:03,00:10:29:12,"Brazilwood,","palo Brasil,",,,weildler
00:10:29:12,00:10:33:08,"cowhide, cattle with the English, a lot of cattle","cuero de res, ganado con los ingleses, mucho ganado",,,weildler
00:10:34:10,00:10:37:02,"divi-divi, and other elements,","y otros elementos dividivi,",,,weildler
00:10:37:02,00:10:40:04,all this until the 19th and early 20th centuries.,todo esto hasta el siglo XIX y principios del XX.,,,weildler
00:10:41:07,00:10:44:07,And you told me that your family,¿Y me dijo que la familia de usted,,,weildler
00:10:44:10,00:10:47:04,did they start with that pearl collecting?,¿empezaron con esa recolección de perlas?,,,weildler
00:10:47:04,00:10:49:03,"Is that still going on?
No.","¿Eso todavía sigue?
No.",,,weildler
00:10:49:03,00:10:52:04,Pearls were very important in life in La Güajira,"Las perlas fueron muy importante en la vida, en la Guajira",,,weildler
00:10:52:14,00:10:56:21,"in the 16th, 17th, 18th, 19th and early 20th centuries,","en los siglos XVI, XVII, XVIII, XIX y principios del XX,",,,weildler
00:10:57:06,00:11:00:11,"but the Japanese introduced pearl farming,","pero los japoneses introdujeron el cultivo de perlas,",,,weildler
00:11:00:19,00:11:03:19,"with which the pearl dived,","con lo cual la perla buceada,",,,weildler
00:11:04:13,00:11:07:05,"which was already more difficult to obtain, which required","que ya era más difícil de obtener, que requería",,,weildler
00:11:07:05,00:11:10:05,"a lot of human effort and not the cultivated one,","mucho esfuerzo humano y no la cultivada,",,,weildler
00:11:10:18,00:11:13:13,fell somehow as an activity,cayó de alguna manera como actividad,,,weildler
00:11:13:13,00:11:17:18,"and therefore today the Wayuú do not fish for pearls,","y por lo tanto hoy en día los wayú no pescan perla,",,,weildler
00:11:17:18,00:11:20:09,although the pearl banks are,aunque los bancos perleros están,,,weildler
00:11:20:09,00:11:23:01,full in La Güajira’s sea.,llenos en el mar de La Guaira.,,,weildler
00:11:23:01,00:11:23:20,"Interesting,","Interesante,",,,weildler
00:11:23:20,00:11:26:20,didn't know that.,no sabía eso.,,,weildler
00:11:27:09,00:11:30:09,"Well,","Bueno,",,,weildler
00:11:30:18,00:11:31:18,can you talk to me,¿me pueden hablar,,,weildler
00:11:31:18,00:11:35:15,a bit about dreams and the importance they have,un poco de los sueños y la importancia que tienen,,,weildler
00:11:35:15,00:11:36:20,dreams in the Wayúu culture?,los sueños en la cultura wayúu?,,,weildler
00:11:37:22,00:11:40:22,Dreams are prescriptive in the Wayúu world.,Los sueños son prescriptivos en el mundo wayúu.,,,weildler
00:11:41:05,00:11:43:06,"It's called Lapü,","Se llama Lapü, Lapü,",,,weildler
00:11:43:06,00:11:47:12,"Lapü is a character, he generates the dream","es un personaje, es un ser que él mismo genera",,,weildler
00:11:47:12,00:11:51:09,"Himself. He’s so powerful that when cultural heroes,","el sueño. Es tan poderoso que cuando los héroes culturales,",,,weildler
00:11:51:09,00:11:52:17,Wayúu semi-divine figures,las figuras semidivinas,,,weildler
00:11:52:17,00:11:56:00,"like Maleiwa dream, they have to obey the dream.","wayúu como Maleiwa, sueñan, tienen que obedecer el sueño.",,,weildler
00:11:56:15,00:12:00:13,So dreams are instructions for every living being.,Entonces el sueño es una orden para todo ser viviente.,,,weildler
00:12:00:13,00:12:01:23,It is not discussed.,No se discute.,,,weildler
00:12:01:23,00:12:05:01,"The dream can order the sacrifice of animals,","El sueño puede ordenar el sacrificio de unos animales,",,,weildler
00:12:05:17,00:12:07:15,sleep can order confinement,el sueño puede ordenar el encierro,,,weildler
00:12:07:15,00:12:10:06,"of some people, rituals,","de algunas personas, rituales,",,,weildler
00:12:10:06,00:12:12:20,different decisions and you have to obey them.,diferentes decisiones y hay que obedecerle.,,,weildler
00:12:12:20,00:12:15:14,"Dream governs much of Wayúu life,","El sueño gobierna mucho de la vida wayúu,",,,weildler
00:12:15:14,00:12:17:21,the dreamlike is fundamental.,lo onírico es fundamental.,,,weildler
00:12:17:21,00:12:20:19,One wayúu can ask the other,Un wayúu le puede preguntar al otro,,,weildler
00:12:20:19,00:12:21:12,the next day,al otro día,,,weildler
00:12:21:12,00:12:24:12,"When they wake up, “what did you dream of?” instead of “good morning!”","al despertar, no buenos días, sino ¿qué soñaste?",,,weildler
00:12:25:14,00:12:27:06,Nice.,Lindo.,,,weildler
00:12:27:06,00:12:31:15,And that brings me a bit to the idea of a world,Y eso me lleva un poco a la idea de como un mundo,,,weildler
00:12:32:07,00:12:35:07,Nazu versus the Ulazu,Nazu versus el Ulazu,,,weildler
00:12:35:19,00:12:38:19,how the visible and non-visible world.,cómo el mundo visible y  el no visible.,,,weildler
00:12:38:23,00:12:40:16,"Yes, it's because the dream","Sí, es porque el sueño",,,weildler
00:12:40:16,00:12:43:16,"It is a bridge that allows us to communicate,","es un puente que nos permita comunicarnos,",,,weildler
00:12:44:03,00:12:47:19,"for example, with corn, with beans, with pumpkin,","por ejemplo, con el maíz, con el frijol, con la auyama,",,,weildler
00:12:47:21,00:12:49:09,with these ex humans,con estos ex humanos,,,weildler
00:12:49:09,00:12:52:08,"and see them in the dream with their original appearance,","y verlos en el sueño con su apariencia original,",,,weildler
00:12:52:17,00:12:54:11,"not like today's vegetables,","no como los vegetales de hoy,",,,weildler
00:12:54:11,00:12:57:04,but like the humans they were in the past.,sino como los humanos que fueron en el pasado.,,,weildler
00:12:57:04,00:12:58:15,"The dream is revealing,","El sueño es revelador,",,,weildler
00:12:58:15,00:12:59:15,can announce you,puede anunciarte,,,weildler
00:12:59:15,00:13:04:10,happy or tragic events in the life of a family group.,sucesos felices o trágicos de la vida de un grupo familiar.,,,weildler
00:13:06:01,00:13:08:18,Interesting.,Interesante.,,,weildler
00:13:08:18,00:13:10:09,"Well,","Bueno,",,,weildler
00:13:10:09,00:13:13:09,can you explain me about.,me puedes explicar un poco.,,,weildler
00:13:13:09,00:13:15:10,"Well, two things. One,","Bueno, dos cosas. Uno,",,,weildler
00:13:15:10,00:13:18:10,What has recently happened with the,¿Qué ha pasado recién con los,,,weildler
00:13:20:00,00:13:20:23,hydrogen generators? and also,hidrogeneradores? y también,,,weildler
00:13:20:23,00:13:23:11,with that topic,con ese tema,,,weildler
