Start Time,End Time,EN,ES,Highlight,Comments,Speaker
00:02:14:17,00:02:18:22,"to do an exchange, as I was saying, as I mentioned earlier.","hacer un intercambio como decía,
como lo decía ahorita.",,,ana
00:02:19:11,00:02:21:13,What is the thread made of?,¿De que esta hecho el hilo?,,,ana
00:02:23:00,00:02:24:06,The thread...,El hilo,,,ana
00:02:24:21,00:02:27:22,The thread...,El hilo…,,,ana
00:02:29:11,00:02:32:17,"Like, I mean, what is it? How did it come about?","eso de, ósea ¿qué es? ¿de cómo llego?",,,ana
00:02:33:11,00:02:39:01,"Yes, the thread. I mean, are you using plastic to create the thread?","Si el hilo,
ósea ¿están usando el plástico en crear el hilo",,,ana
00:02:39:02,00:02:43:05,"And that's like cleaning it up, helping in that aspect?","y por eso es como limpiándolo,
ayudando en ese aspecto?",,,ana
00:02:44:08,00:02:47:06,"Yes, helping like...","Si,",,,ana
00:02:47:28,00:02:49:15,"As you were saying, it helps our community,","ayudando como,",,,ana
00:02:49:16,00:02:50:25,"As you mentioned,",Como decías que,,,ana
00:02:52:05,00:02:55:16,"it helps our community in a way,","así ayuda a nuestra comunidad,",,,ana
00:02:55:18,00:02:58:29,"because we, the Wayuu people,","porque ya que nosotros los wayuu,",,,ana
00:03:00:06,00:03:03:18,"it's like, let's say,","es como por decir,",,,ana
00:03:06:11,00:03:08:18,"well, since here in the ranchería","bueno, ya que aquí en la ranchería",,,ana
00:03:08:19,00:03:11:26,"is already full of garbage and all that,",ya está lleno de basura y todo eso,,,ana
00:03:12:23,00:03:16:04,"so, to improve a bit of this, a bit of that,","y entonces para mejorar un poco de esto, un poco de eso,",,,ana
00:03:16:15,00:03:18:24,that's why this project was born.,por eso es que nació este proyecto,,,ana
00:03:20:10,00:03:22:18,and precisely to help our family,y justo para ayudar a nuestra familia,,,ana
00:03:23:10,00:03:26:19,and all our relatives.,y a todos nuestros parientes.,,,ana
00:03:26:20,00:03:29:19,That's why this project is here.,Por eso es que este proyecto está aquí.,,,ana
00:04:52:24,00:04:55:06,"Yes, so, tell me about your work here.","Si, entonces, cuéntame de tu trabajo aquí.",,,ana
00:04:55:07,00:04:57:29,What do you do with the jewelry?,¿Como qué haces con la joyería?,,,ana
00:04:58:00,00:05:00:22,How do you manage them? Or,¿Como les diriges? o,,,ana
00:05:00:23,00:05:02:29,What threads do you use? What fabrics?,¿Cuáles hilos hacen? ¿Cuáles tejidos?,,,ana
00:05:03:00,00:05:07:09,"Well, on our side, my mom and I,","Bueno, de nuestro lado, mi mamá y yo",,,ana
00:05:07:24,00:05:10:15,we always use wool.,Siempre es la lana,,,ana
00:05:11:00,00:05:13:01,The question is not... here we use wool.,la pregunta no… es  aquí lo que utilizamos es la lana.,,,ana
00:05:13:23,00:05:14:26,"We make things like this,",hacemos como esto,,,ana
00:05:16:13,00:05:19:09,"like plastic that is collected,","como un plástico que se recoge,",,,ana
00:05:19:10,00:05:21:23,"they are taken to the cleaning stations in Manaure,",son llevados a los puestos de aseo de Manaure,,,ana
00:05:22:17,00:05:26:17,"and as for cardboard and other reusable materials,","y lo que es como cartón, lo que es todo lo que tiene reúso",,,ana
00:05:27:00,00:05:29:27,"the recycling center, they give some coins for it,","la recicladora, ellos no dan unas monedas",,,ana
00:05:29:28,00:05:32:29,"so they work on it,","por eso y ellos trabajan,",,,ana
00:05:33:00,00:05:35:10,but we don't dye with plastic or anything like that.,pero no hacemos teñido con plástico ni nada de eso.,,,ana
00:05:40:27,00:05:41:28,And what designs?,¿Y cuáles diseños?,,,ana
00:05:41:28,00:05:45:25,What things do you make here or what kind of backpacks?,¿Cuáles cosas hacen aquí o en cuáles mochilas?,,,ana
00:05:47:08,00:05:51:01,"Yes, backpacks, and also chinchorros.",Si mochilas también chinchorros,,,ana
00:05:52:01,00:05:55:00,And,Y,,,ana
00:05:55:17,00:05:58:23,"the backpacks, they have a",de mochilas de que tiene de un,,,ana
00:05:58:24,00:06:01:10,"color, some of them have","color, tiene, algunas que tienen",,,ana
00:06:01:27,00:06:05:11,"what they call ""beds,"" which have various colors,","como le dicen camas, que tiene varios colores,",,,ana
00:06:05:12,00:06:07:29,my mom is showing them.,que está mostrando mi mamá.,,,ana
00:06:09:11,00:06:10:19,It's very beautiful.,Es muy lindo.,,,ana
00:06:16:22,00:06:18:25,"These are the backpacks,","Son estos, son estas mochilas",,,ana
00:06:20:08,00:06:23:09,"and well, as for the question, how is my work here?","y bueno como es la pregunta, ¿cómo es mi trabajo
aquí?",,,ana
00:06:23:18,00:06:25:28,"Yes, so what do you do?","¿Sí, entonces que hace?",,,ana
00:06:25:29,00:06:28:04,What are the symbols?,¿Cuáles son los símbolos?,,,ana
00:06:29:24,00:06:33:15,"The symbols,","Los símbolos,",,,ana
00:06:34:03,00:06:36:14,"Here, there are various types of weaving.",Aquí hay varias clases de tejido,,,ana
00:06:58:16,00:07:01:11,"And well, as my brother said,","y bueno, así como decía mi hermano que",,,ana
00:07:02:27,00:07:06:00,That's why my work is related to this.,que mi trabajo es tiene que ver es aquí.,,,ana
00:07:06:04,00:07:11:13,"That's why I don't know much...
And he is the one in charge of everything when he goes to the town.","Por eso es que yo no sé mucho
y él es el que se encarga de todo cuando se va al pueblo,",,,ana
00:07:12:20,00:07:15:20,"that's it, well, and my duty here","es eso, y bueno y mi deber",,,ana
00:07:15:21,00:07:18:29,"is to take care of the people,","aquí es estar pendiente de la gente,",,,ana
00:07:19:27,00:07:22:13,"how many backpacks we deliver,","de cuántas mochilas entregamos,",,,ana
00:07:22:14,00:07:26:08,"this,","Éste,",,,ana
00:07:26:09,00:07:27:22,"And well,","Y bueno,",,,ana
00:07:28:08,00:07:30:29,"and as I was saying, there are various kinds of backpacks,","y si como decía que hay varias clases de mochila,",,,ana
00:07:32:26,00:07:36:02,"many times in xxx, there's one they call,","que muchas veces en xxx hay una que le dicen,",,,ana
00:07:37:17,00:07:40:23,"well, the ones with multiple colors are the basket-like ones.","bueno, de canastas son los que tienen varios colores",,,ana
00:07:40:24,00:07:44:13,"And there's one that's called xxx here,","y hay una que hable en xxx aquí,",,,ana
00:07:57:28,00:08:02:04,"there's a type of weaving called xxx,","hay una clase de tejido que se llama xxx,",,,ana
00:08:03:08,00:08:04:25,"in xxx,","en xxx,",,,ana
00:08:06:20,00:08:11:02,"it's not this one, it's very, very different from this.","no es esta, es muy muy diferente a esta.",,,ana
00:08:11:03,00:08:14:26,And how did you learn to weave?,¿Y cómo aprendiste a tejer?,,,ana
00:08:14:27,00:08:16:28,"Weaving, like",Tejido como,,,ana
00:08:16:29,00:08:20:02,"what weaving has to do with our ancestors,","lo que es el tejido
tiene que ver con nuestros ancestros",,,ana
00:08:20:24,00:08:24:11,"you learn from a young age because here, everyone knows how to weave.","ya uno aprende desde pequeño, porque aquí todos sabemos tejer.",,,ana
00:08:24:22,00:08:29:25,"We are all taught, as we are Wayuu, and it's one of the things","A todos nosotros nos enseñan
ya que somos wayuu y es una de las cosas",,,ana
00:08:29:26,00:08:34:04,"one of the most important things in our culture
and that's why, as Wayuu,","más importantes que tiene nuestra cultura
y por eso como wayuu",,,ana
00:08:34:21,00:08:37:08,we have to know that.,tenemos que saber eso.,,,ana
00:08:37:12,00:08:41:03,That's why I learned to weave since I was a child.,Por eso es que desde niña yo aprendí a tejer.,,,ana
00:08:42:05,00:08:43:09,Watching your mom?,¿Mirando a tu mamá?,,,ana
00:08:43:10,00:08:45:26,My mom and my grandmother,A mi mamá y a mi abuela,,,ana
00:08:46:28,00:08:48:29,and all the other relatives,y a todos lo demás familiares,,,ana
00:08:50:23,00:08:51:17,and so on.,y eso.,,,ana
00:08:51:18,00:08:55:04,And what importance does weaving have in the culture?,"¿Y qué importancia
tiene el tejido aquí en la cultura?",,,ana
00:08:57:17,00:09:01:04,It is very important because,Es muy importante porque,,,ana
00:09:01:07,00:09:05:25,"there's a narration that my grandmother used to tell,","hay una, hay una narración que decía mi abuela",,,ana
00:09:07:11,00:09:10:15,"that in the past, before,","que antes, antes,",,,ana
00:09:12:22,00:09:14:25,"one day,",un día,,,ana
00:09:15:03,00:09:16:04,"there was a girl,",había una niña,,,ana
00:09:17:07,00:09:19:05,"about how weaving was born,",de cómo nació,,,ana
00:09:19:06,00:09:22:17,"that's what I'm going to talk about now, how it was born,","el tejido, eso es lo que voy a hablar ahora,
de cómo nació,",,,ana
00:09:23:00,00:09:25:06,"there was a girl,","había una niña,",,,ana
00:09:26:06,00:09:28:26,"her name was xxx,","ella se llamaba xxx,",,,ana
00:09:30:14,00:09:34:23,"And well,","y bueno,",,,ana
00:09:34:24,00:09:39:06,"that girl was,","esa niña era,",,,ana
00:09:39:07,00:09:42:11,"she was like she was lost, she had no family,",era como que estaba perdida no tenía familia,,,ana
00:09:44:00,00:09:46:19,"And one day, a boy",Y un día un chico,,,ana
00:09:46:20,00:09:51:08,"came out, he was shepherding","salió, estaba pastoreando",,,ana
00:09:52:18,00:09:54:23,and he found that girl.,y se encontró con esa niña.,,,ana
00:09:56:05,00:09:59:24,"And he asked her where she came from,
but the girl didn't speak,","Y le pregunto de dónde venía
pero la niña no hablaba",,,ana
00:10:00:09,00:10:02:04,and she was young.,y era pequeña,,,ana
00:10:03:27,00:10:06:17,"And well, he took her to his house,","y bueno, la llevó a su casa,",,,ana
00:10:06:18,00:10:09:20,"he took her there, but they didn't know who her family was,","allá la llevó, no sabía quién era su familia",,,ana
00:10:10:24,00:10:13:16,"and then,",y después,,,ana
00:10:13:27,00:10:18:15,"time passed, and the girl stayed
in the boy's house with his family.","el tiempo fue pasando y la niña se quedó
en la casa del chico con su familia.",,,ana
00:10:19:19,00:10:22:24,"She had been there, and at night,","Había estado ahí y en las noches,",,,ana
00:10:24:22,00:10:28:09,"at night, she would make chimchorros, but no one knew about it,","en las noches
ella hacía chinchorro, pero nadie lo sabía,",,,ana
00:10:28:10,00:10:30:06,"that was a secret,","eso era en secreto,",,,ana
00:10:30:15,00:10:34:01,and she would make chimchorros,y hacía chinchorros,,,ana
00:10:35:07,00:10:35:22,and also,y también,,,ana
00:10:35:23,00:10:39:08,"she also made backpacks, but on her own, just by herself","hacía también mochila, pero ella sola, nada más",,,ana
00:10:39:18,00:10:42:03,And no one could know about it,Y eso nadie lo podía saber,,,ana
00:10:42:04,00:10:44:06,And people were surprised,Y la gente se sorprendía,,,ana
00:10:46:02,00:10:46:24,in the morning,en la mañanita,,,ana
00:10:46:24,00:10:49:01,"They saw that, and where did that come from?",Veían eso ¿y eso de dónde salió?,,,ana
00:10:49:02,00:10:52:00,"And since she didn't speak, she just kept looking,","Y ella como no hablaba, se quedaba mirando,",,,ana
00:10:53:02,00:10:55:17,"and that went on, time passed,","y eso fue pasando el tiempo, pasando,",,,ana
00:10:55:27,00:10:58:18,"and she made many things,","y ella hacía muchas cosas,",,,ana
00:10:58:19,00:11:01:25,"the hammocks,",lo de Chinchorro…,,,ana
00:11:02:03,00:11:04:26,"and then, until one day,","y después, hasta que un día,",,,ana
00:11:04:27,00:11:06:18,"the boy,","el chico,",,,ana
00:11:07:08,00:11:10:17,"the girl had grown up,","la niña se había desarrollado,",,,ana
00:11:10:18,00:11:14:18,"she had become a young lady right there, and they locked her up",ya se hizo una señorita ahí mismo y la encerraron,,,ana
00:11:15:01,00:11:16:10,And she still did that,Y aun también hacia eso,,,ana
00:11:19:06,00:11:22:26,"And well, until one day, the boy",Y bueno hasta que un día el chico,,,ana
00:11:24:13,00:11:28:01,"who didn't mean to, entered the house","que no fue su intención, entró en la casa",,,ana
00:11:28:20,00:11:31:17,"and found her doing that, and no one could see her,","y la encontró haciendo eso y eso nadie la puede ver,",,,ana
00:11:33:00,00:11:35:12,"And well, she disappeared.","Y bueno, ella se desapareció",,,ana
00:11:35:13,00:11:37:29,"Because she's not a normal girl, so to speak,",Porque no es una niña normal que digamos,,,ana
00:11:40:07,00:11:41:19,"and that's how it was born,",y es así como nació,,,ana
00:11:41:19,00:11:44:29,"that's how it remained for us,","eso, y eso es como nos quedó a nosotros",,,ana
00:11:46:14,00:11:47:26,"the Wayuu people,",a los wayuu,,,ana
00:11:48:10,00:11:50:27,"and it's one of the things, one of the customs,","y es una de las cosas, una de las costumbres",,,ana
00:11:52:01,00:11:54:00,most important,más importantes,,,ana
00:11:54:20,00:11:56:25,in our culture.,en nuestra cultura.,,,ana
00:11:58:24,00:12:03:02,And does it have something to do with the spiderweb they also weave?,"¿Y que tiene algo que ver con la telaraña
que también tejan?",,,ana
00:12:03:07,00:12:06:09,"Oh yes, the spiderweb","Ah sí, la telaraña",,,ana
00:12:06:10,00:12:08:21,"also, because spiderweb","también, porque telaraña",,,ana
00:12:09:29,00:12:12:10,"in Spanish is ""telaraña,"" in Wayuu it's ""xxx""","en español es en telaraña, en Wayuu es xxx",,,ana
00:12:14:21,00:12:17:21,"It's the same in words, in Wayuu it's ""xxx""",Es la misma en palabras que en Wayuu es xxx,,,ana
00:12:19:01,00:12:20:04,and that.,y eso.,,,ana
00:12:20:05,00:12:22:09,And do you learn from them too?,¿Y uno aprende de ellos también?,,,ana
00:12:22:10,00:12:24:17,"Yes, of course.","Sí, claro.",,,ana
00:12:24:18,00:12:29:02,"That's why today you can see what weaving is,
thanks to her.","Por eso es por lo que hoy en día se ve lo que es el tejido,
es gracias a ella",,,ana
00:12:29:26,00:12:37:14,to the spiderweb.,a la telaraña.,,,ana
00:12:48:14,00:12:50:24,How many hours a day to create one?,¿Cuántas horas al día para crear una?,,,ana
00:12:50:25,00:12:52:10,"One backpack,",Una mochila,,,ana
00:12:53:07,00:12:57:04,"The smallest one,",Lo más pequeña,,,ana
00:12:57:25,00:13:01:07,"My grandmother is very fast because I am a bit slow,","mi abuela es muy rápida porque yo soy un poco lenta,",,,ana
00:13:01:08,00:13:05:01,"sometimes it takes me two days for one backpack,","a veces duro dos días en una mochila,",,,ana
00:13:05:11,00:13:11:02,My grandmother sometimes makes two backpacks a day.,mi abuela a veces hace dos mochilas al día.,,,ana
00:13:11:03,00:13:15:25,"Well,
the big ones like that last a day, the small ones","Bueno,
las grandes como esa le dura un día, las pequeñas",,,ana
00:13:17:05,00:13:18:10,you make two,haces dos,,,ana
00:13:18:10,00:13:22:04,"backpacks a day, as I was saying,","mochilas al día, como le decía,",,,ana
00:13:22:05,00:13:25:13,"And well, here I also have a little nephew","Y bueno, aquí también tengo un sobrinito",,,ana
00:13:25:14,00:13:28:21,who also makes the xxx,que también hace las xxx,,,ana
00:13:28:22,00:13:30:15,What is it?,¿Qué es?,,,ana
00:13:30:16,00:13:32:07,The handle of the backpack,El agarre de la mochila,,,ana
00:13:34:13,00:13:36:16,"He also knows how to make it, that one.","Que él también lo sabe hacer, que es esa.",,,ana
00:13:38:13,00:13:40:16,And does he do it there?,¿Y ahí se lo hace?,,,ana
00:13:41:18,00:13:47:25,"Yes, and that's in progress.",Sí y eso está en proceso.,,,ana
00:13:59:09,00:14:04:29,"And the designs, where
do you get inspiration for the designs?","¿Y los diseños, de dónde
sale la inspiración para los diseños?",,,ana
00:14:05:11,00:14:10:27,"Inspiration has to do with nature,",La inspiración tiene que ver con la naturaleza,,,ana
00:14:14:18,00:14:16:18,"For example,",Un ejemplo,,,ana
00:14:17:06,00:14:19:28,"like the clouds,","como las nubes,",,,ana
00:14:22:10,00:14:25:02,"like the water, which is blue,","como el agua que es de color azul,",,,ana
00:14:25:16,00:14:28:03,"That's why many are inspired by that,",Por eso es que muchos se inspiran a eso,,,ana
00:14:29:15,00:14:33:12,and the red color of blood.,y el rojo color de sangre.,,,ana
00:14:34:14,00:14:37:04,"Can you tell me the name of,","¿Y pues me puedes contar el nombre de,",,,ana
00:14:38:21,00:14:42:00,"the meaning, the significance
of the name","el significado, la significancia
que tiene el nombre",,,ana
00:14:42:07,00:14:45:25,of the store and the project and all that?,de la tienda y del proyecto y eso?,,,ana
00:14:45:26,00:14:47:15,"Xxx, aha, xxx,","Xxx ajá, xxx",,,ana
00:14:48:17,00:14:49:28,What does it mean?,¿qué significa?,,,ana
00:14:49:28,00:14:51:24,And what does it have to do with?,¿y que tiene que ver?,,,ana
00:14:52:12,00:14:54:26,"Well, xxx",Bueno xxx,,,ana
00:14:54:27,00:14:56:15,means,quiere decir,,,ana
00:14:57:19,00:15:01:29,"Well, xxx",Bueno xxx,,,ana
00:15:02:04,00:15:04:07,What does that word mean?,¿Qué quiere decir esa palabra?,,,ana
00:15:04:08,00:15:06:01,"Well,","Bueno,",,,ana
00:15:06:01,00:15:07:29,that has to do with,eso tiene que ver,,,ana
00:15:08:23,00:15:11:27,"with the red color,","con el color rojo,",,,ana
00:15:11:28,00:15:18:05,"which is the color of blood, that identifies us","que es color de sangre, que eso nos identifica",,,ana
00:15:18:24,00:15:22:10,"many times, especially in our culture,","muchas veces a nosotros más que todo en la cultura,",,,ana
00:15:23:10,00:15:25:24,"that blood is important,",que la sangre es importante,,,ana
00:15:26:19,00:15:30:07,"and that's why we put it there,
it represents the red color","y por eso es que ahí lo pusimos,
no representa de color rojo",,,ana
00:15:30:25,00:15:33:09,xxx. Yes.,xxx. Sí.,,,ana
00:15:54:05,00:15:58:19,"Can you once again
talk a little more about the inspiration","puedes como una vez más
hablar un poco más de la inspiración",,,ana
00:15:58:20,00:16:01:03,"from nature in the textiles,","de la naturaleza en los tejidos,",,,ana
00:16:01:27,00:16:04:02,how does it come out?,¿cómo cuales maneras sale?,,,ana
00:16:04:11,00:16:07:04,How is that?,¿Como es eso?,,,ana
00:16:07:05,00:16:09:23,In the textiles?,¿En los tejidos?,,,ana
00:16:10:07,00:16:13:22,"Well, when it comes to
nature, as I was saying,","Bueno, cuando tiene que ver con
la naturaleza, como le decía es",,,ana
00:16:16:07,00:16:17:20,"the water,","el agua,",,,ana
00:16:19:04,00:16:23:00,"also these,",también esta,,,ana
00:16:24:24,00:16:29:01,"the cardones, also","los cardones, también",,,ana
00:16:34:11,00:16:39:10,"there are many types of plants
that sometimes one","hay muchos tipos de plantas
que a veces uno",,,ana
00:16:40:13,00:16:42:19,also,también,,,ana
00:16:43:20,00:16:45:03,"the clouds,","las nubes,",,,ana
00:16:46:02,00:16:48:18,"that is also one of the inspirations, and that's why",que eso también es una de la inspiración y por eso,,,ana
00:16:48:19,00:16:51:02,we also incorporate it into the weaving,también tejido lo ponemos,,,ana
00:16:52:24,00:16:53:24,"in this,","en este,",,,ana
00:16:53:25,00:16:56:28,"does this backpack
have inspirations from symbols","¿esta mochila
tienen unas inspiraciones de unos símbolos",,,ana
00:16:56:29,00:16:58:28,that have some meaning?,que significan algo?,,,ana
00:17:03:23,00:17:08:02,Trash bins.,Canecas.,,,ana
00:18:31:16,00:18:34:18,"And the learning of it,","¿y el aprendizaje de eso,",,,ana
00:18:35:10,00:18:39:22,at what age do they start weaving,de como de que edad empiezan a tejer,,,ana
00:18:39:23,00:18:40:13,in each,en cada,,,ana
00:18:41:12,00:18:43:09,"community, in each family too?","comunidad, en cada familia también?",,,ana
00:18:43:10,00:18:44:16,At what age?,¿A qué edad?,,,ana
00:18:47:09,00:18:49:17,"At seven or eight years old,","a los siete y ocho años,",,,ana
00:18:50:14,00:18:51:02,they,a ellos,,,ana
00:18:53:11,00:18:54:13,"are taught,","les enseñan,",,,ana
00:18:54:28,00:18:57:16,"but girls also, sometimes,","pero las niñas también, a veces se entrenan que",,,ana
00:18:58:28,00:19:01:20,"if they want to learn, they start at five years old.",quieren aprender y a los cinco años,,,ana
00:19:03:00,00:19:05:28,"they start like that, and boys too,","empiezan así y los niños también,",,,ana
00:19:07:05,00:19:09:18,even boys know how to weave.,hasta los niños también saben tejer.,,,ana
00:19:09:19,00:19:12:22,Not just women? No,¿No solo son las mujeres? No,,,ana
00:19:12:23,00:19:17:21,"Yes, even boys and also older people, even men.","Si también los niños y también
las personas mayores, también los hombres.",,,ana
00:19:18:21,00:19:22:18,"Most of them, everyone knows how to weave.","La mayoría, todos saben tejer.",,,ana
00:19:22:29,00:19:25:21,"And is it something traditional, traditional here? Yes","¿y es algo tradicional, tradicional de acá? ajá",,,ana
00:19:28:04,00:19:30:02,"Yes,","Ajá sí,",,,ana
00:19:30:03,00:19:32:17,because here the backpacks,porque ya que la mochila,,,ana
00:19:33:23,00:19:35:29,"here,",aquí como aquí,,,ana
00:19:36:10,00:19:40:05,"we have a great need,","tenemos mucha necesidad,",,,ana
00:19:40:06,00:19:43:08,craftsmanship related to weaving,la artesanía lo que tiene que ver con tejido,,,ana
00:19:44:21,00:19:47:20,"is what, as I told you,","es la que como te digo,",,,ana
00:19:47:21,00:19:49:06,it's what,es la que,,,ana
00:19:53:07,00:19:56:07,"because sometimes we make backpacks, right,","porque a veces hacemos mochila, verdad,",,,ana
00:19:56:08,00:20:00:10,"We take around 20, 25 of them to the town","Como 20, 25 lo llevamos al pueblo",,,ana
00:20:01:16,00:20:03:25,and we sell them,y lo vendemos,,,ana
00:20:04:11,00:20:06:14,and buy more thread and,y compramos más hilo y,,,ana
00:20:07:02,00:20:09:27,We also buy things for consumption.,compramos también lo que es para consumir.,,,ana
00:20:09:28,00:20:13:28,"That's why it's very important,
because we depend on that,","Por eso es que muy importante,
porque de eso es que dependemos,",,,ana
00:20:14:16,00:20:17:00,since there is no work here.,ya que aquí no hay trabajo.,,,ana
00:20:17:01,00:20:24:09,"That's why we depend on the trade
of backpacks, hammocks, and all handicrafts.","Por eso es que nosotros dependemos del comercio
de la mochila, el chinchorro y todo lo artesano.",,,ana
00:20:25:14,00:20:27:06,"That's why it's very important,","Por eso es que es muy importante,",,,ana
00:20:27:07,00:20:30:06,that's why men also start to,por eso es que los hombres también se ponen a,,,ana
00:20:32:06,00:20:33:21,make backpacks.,hacer las mochilas.,,,ana
00:20:35:23,00:20:39:13,Do you feel connected to your roots,¿Y sientes como conectando a tus raíces,,,ana
00:20:39:14,00:20:45:00,"when you do this? Do you feel
connected to your roots while weaving?","cuando haces eso?,¿sientes
como conectando a tus raíces tejiendo?",,,ana
00:20:45:11,00:20:49:16,"Yes, yes, we are happy,","Sí, sí estamos contento,",,,ana
00:20:50:00,00:20:53:03,"and beyond, outside of","y más allá, fuera de,",,,ana
00:20:54:12,00:20:57:02,"Colombia, they recognize us more because of this","de Colombia, nos reconocen más por esto",,,ana
00:20:57:18,00:20:59:25,and that's why we are very proud to be Wayuu,y por eso es que estamos muy contentos de ser wayuu,,,ana
00:21:00:22,00:21:03:00,and we will never stop weaving.,y nunca dejaremos de tejer.,,,ana
00:21:03:16,00:21:06:25,We will always weave for the new generation.,Siempre vamos a tejer hasta la nueva generación.,,,ana
00:21:07:28,00:21:09:09,"Always,","Siempre,",,,ana
00:21:10:09,00:21:12:16,our tradition will always continue.,siempre va a seguir nuestra costumbre.,,,ana
00:21:13:04,00:21:14:06,And that's it.,Y eso.,,,ana
00:21:14:07,00:21:17:06,Are these backpacks famous throughout Colombia?,¿Y esas mochilas son famosos por Colombia?,,,ana
00:21:17:19,00:21:21:21,"Yes, outside of Colombia, they are known all over the world.","Si, fuera de Colombia se lo conoce en todo el mundo.",,,ana
00:21:22:16,00:21:26:09,"And is this the emblematic one of the Wayuu, this one?","¿y son, ese es el emblemático del Wayuu, este?",,,ana
00:21:27:19,00:21:29:26,"Well, yes, this one represents the Wayuu,","Pues sí, esta es la que representa al wayuu,",,,ana
00:21:31:17,00:21:33:15,what the weaving is.,lo que es el tejido.,,,ana
00:21:35:19,00:21:38:10,"Yes, I've seen it all over the world.",Si lo he visto por todo el mundo,,,ana
00:21:38:18,00:21:42:26,"Also, all over Colombia.",también pues por todo Colombia.,,,ana
00:22:47:24,00:22:51:23,"Also, another question. Can you explain to me what ""Xxx"" is?","También
otra pregunta ¿qué es, me puedes explicar que es la",,,ana
00:22:52:27,00:22:55:11,Xxx?,Xxx?,,,ana
00:22:55:12,00:22:56:06,"Earth,",Tierra,,,ana
00:22:56:07,00:22:59:16,"Sand, ""Xxx.""","Arena, xxx",,,ana
00:22:59:17,00:23:01:20,"It's earth, ""Xxx"": land.","es tierra, xxx: tierra",,,ana
00:23:02:23,00:23:06:02,And what does it mean to you?,¿y qué significado tiene para ti,,,ana
00:23:07:05,00:23:08:04,"""Threads for Xxx.""",Hilos por xxx,,,ana
00:23:08:05,00:23:12:02,"It's thread for our land,",Es hilo por nuestra tierra,,,ana
00:23:12:03,00:23:14:20,and our land is,y nuestra tierra es,,,ana
00:23:14:21,00:23:15:16,what is here.,"lo que es aquí,",,,ana
00:23:15:16,00:23:18:14,"That's why, because of our land,
we are working.","Por eso es que, por nuestra tierra
es que estamos trabajando.",,,ana
