Start Time,End Time,EN,HI,Highlight,Comments,Speaker
"00:00:58,042","00:01:01,382",If the karma is not pure then will one attain salvation? Where will it come from?,"कर्म शुद्ध ही नहीं हैं तो क्या वो मोक्ष को प्राप्त हो जाएगा, कहाँ से होगा",,,kashi baba
"00:01:04,097","00:01:07,810",Karma is the most important thing in this crematorium.,ये शमशान के अन्दर कर्म ही सबसे बड़ा प्रधान है,,,kashi baba
"00:01:09,864","00:01:17,101","If the karma is not pure, then how can one attain salvation, it has to come and go again.","अगर कर्म शुद्ध नहीं है, तो मोक्ष कहाँ से प्राप्त होगा, उसको फिर आना है और जाना है",,,kashi baba
"00:01:19,742","00:01:21,555",have to wander in the births and deaths,योनी में भटकना है,,,kashi baba
"00:01:21,968","00:01:27,437","Interviewer: Brother, please calm down for two minutes, I have to take a small interview, just for two minutes.","interviewer: भैया, दो मिनट के लिए शान्ति कर दीजिए , एक छोटा सा इंटरव्यू लेना है, बस दो मिनट के लिए",,,kashi baba
"00:01:27,724","00:01:30,104",Baba: you can go from here,baba: इधर से निकल जाओ,,,kashi baba
"00:01:30,346","00:01:34,039","Interviewer: You were telling about karma, how should we do karma?","interviewer: आप कर्म के बारे में बता रहे थे, हमें कैसे कर्म करने चाहिए ?",,,kashi baba
"00:01:34,086","00:01:35,579",baba: Means keep the soul pure,baba: मतलब कि आत्मा शुद्ध रखो,,,kashi baba
"00:01:38,364","00:01:43,830","This karma is born from here, not from Maya and material.","ये कर्म यहाँ से पैदा होता है, माया और मटेरियल से पैदा नहीं होता है",,,kashi baba
"00:01:46,087","00:01:52,340","To keep our karma pure, we have to do good deeds, and the more good deeds we do, the more results we will get.","कर्म शुद्ध रखने के लिए अच्छे कर्म करने होते हैं, और जितना कर्म अच्छा करेंगे उतना हमको फल मिलेगा",,,kashi baba
"00:01:52,642","00:01:54,255",Interviewer: But people keep running after Maya.,interviewer: लेकिन लोग तो माया के पीछे ही भागते रहते हैं,,,kashi baba
"00:01:54,322","00:02:04,034","baba: Maya is because it is an illusion, it will get heavier, and as it gets heavier, the more the effect of Kaliyuga will fall on it.","baba: माया इसलिए क्यूंकि illusion है न वो, वो तो भारी होता जाएगा, और जैसे-जैसे भारी होता जाएगा वैसे वैसे कलयुग का प्रभाव ज्यादा पड़ता जाएगा उनके ऊपर",,,kashi baba
"00:02:05,791","00:02:14,567","That is why four eras have been created - Satyayuga, Dwaparayuga, Tretayuga, Kaliyuga, why were they created, that is why you can wander in them.","इसीलिए चार युग बनाए गए हैं न - सतयुग, द्वापरयुग, त्रेतायुग, कलयुग, क्यों बनाए गए, इसीलिए बनाए गए कि इसी में भटको",,,kashi baba
"00:02:17,988","00:02:27,686","Gave 94 to you, kept 6 with himself, why he kept 6?  so that you remain lost in it","94 आपको दे दिए, 6 अपने पास रखे हुए हैं, क्यूँ 6 रखे हैं ? ताकि उसी में तुम लुप्त रहो",,,kashi baba
"00:02:31,145","00:02:38,218","And the one who attains those 6 attains salvation, but not everyone attains those 6.","और जो उन 6 को पा जाता है, वो मोक्ष को प्राप्त होता है, तो वो 6 सबको नहीं मिलते हैं",,,kashi baba
"00:02:40,748","00:02:46,988","One has to enter inside it, one has to meet the soul and God.","इसके अन्दर घुसना होता है, आत्मा और परमात्मा से भेंट करनी होती है",,,kashi baba
"00:02:47,371","00:02:49,965",Interviewer: But the illusion pulls us towards itself.,interviewer: लेकिन जो माया है वो हमको खींचती है अपनी तरफ,,,kashi baba
"00:02:50,338","00:03:00,964","baba: That is why the mind is fickle, why the mind has been created, the mind is fickle, just like a monkey, it wanders, jumps and jumps, just like this the mind is fickle.","baba: इसीलिए मन चंचल है, मन को क्यूँ बनाया गया है, मन चंचल है, जैसे बन्दर होता है, भटकता है, कूदता है फांदता है , ठीक इसी तरह मन चंचल है",,,kashi baba
"00:03:01,375","00:03:07,788","The mind also runs, so both the mind and Maya are the same, it pulls towards itself.","मन भी दौड़ता है, तो मन और माया दोनों ही एक समान है, वो अपनी तरफ खींचती है",,,kashi baba
"00:03:08,254","00:03:15,214","But to control it, we have to struggle with it, we have to fight with it.","लेकिन उसको कण्ट्रोल करने के लिए उससे जूझना होता है, उससे लड़ना होता है",,,kashi baba
"00:03:15,861","00:03:19,387","Even if he goes somewhere and overcomes it, he does not get everything.","तब कहीं जाकर के वो पार पा सकता है, तो सब नहीं मिलता है उसको",,,kashi baba
"00:03:20,701","00:03:26,554","Interviewer: Baba,like this is Hindu religion, what is the specialty of Banaras in this Hindu religion?","interviewer: बाबा जो ये हिन्दू धर्म है, इस हिन्दू धर्म में बनारस की क्या विशेषता है ?",,,kashi baba
"00:03:27,187","00:03:35,204","baba: Whatever is in Banaras is juice, everything is juice here, that is why it is called Banaras.","baba: बनारस में जो है रस ही रस है, यहाँ सब रस है, इसीलिए इसको कहा गया है बनारस",,,kashi baba
"00:03:37,125","00:03:42,139","When Lord Shankar came here, when Lord Vishnu came here, they did penance here for 60 thousand years.","भगवान् शंकर जब यहाँ आए, भगवान् विष्णु जब यहाँ आए तो 60 हज़ार वर्ष इन्होने यहाँ तपस्या की",,,kashi baba
"00:03:43,565","00:03:45,105",60 thousand years,60 हज़ार वर्ष,,,kashi baba
"00:03:45,539","00:03:54,083","And with his Chakra he created that Chakrapushkarni, Manikarnika Kund, and that Kund is filled with the sweat of Lord Vishnu.","और अपने चक्र से वो वो चक्र्पुश्करनी बनाई, मणिकर्णिका कुंड, और भगवान् विष्णु के पसीने से वो कुंड भरा हुआ है",,,kashi baba
"00:03:55,211","00:04:03,396","So when Mother Parvati and Lord Shankar came for a visit, they saw that there was a pond here, but there was nothing in it.","तो माता पार्वती और भगवान् शंकर जब घूमने के लिए चले आए, भ्रमण के लिए, तब उन्होंने देखा यहाँ तो कुंड है, यहाँ तो कुछ भी नहीं था",,,kashi baba
"00:04:06,163","00:04:13,429","So when Lord Shankar and Mother Parvati go to meditate, then Lord Shankar's gem falls, and along with it the earring of Mother Parvati also fell.","तो भगवान् शंकर और माता पार्वती याचमन करने के लिए जाते हैं, तो शंकर भगवान् की मणि गिर जाती है, और साथ ही माता पार्वती का कुंडल",,,kashi baba
"00:04:14,252","00:04:26,042","When they started searching and did not find it, then Lord Vishnu says, it is cursed, keep something here which will make a big place in the belief of Hindu religion.","जब वो खोजने लगते हैं तो मिलता नहीं है, तो भगवान् विष्णु कहते हैं, ये श्रापित है, यहाँ कुछ ऐसा रखिए जो हिन्दू धर्म की मान्यता में बहुत बड़ी जगह बनाए",,,kashi baba
"00:04:27,479","00:04:33,932","Which is the biggest pilgrimage site among the pilgrimage sites, then Lord Shankar named it Manikarnika Ghat.","जो तीर्थ स्थलों में सबसे बड़ा तीर्थ स्थल हो, तो भगवान् शंकर ने इसका नाम रखा मणिकर्णिका घाट",,,kashi baba
"00:04:35,449","00:04:41,496","Mani-Karnika and Ghat, then the name of Chakrapushkarni changed to Manikarnika.","मणि-कर्णिका और घाट, तो चक्रपुष्करनी का नाम मणिकर्णिका में बदल गया",,,kashi baba
"00:04:41,752","00:04:45,892","So whenever any pilgrimage site comes here, the biggest pilgrimage is Manikarnika.",तो जब भी यहाँ कोई तीर्थस्थल आता है तो सबसे बड़ा तीर्थ मणिकर्णिका है,,,kashi baba
"00:04:46,326","00:04:52,386","Interviewer: It is said that Manikarnika is the biggest pilgrimage center of India.
Baba: Yes, the pilgrimage among pilgrimages.","interviewer: बोला जाता है कि भारत का सबसे बड़ा तीर्थस्थल मणिकर्णिका है
baba: हाँ, तीर्थों में तीर्थ",,,kashi baba
"00:04:53,843","00:04:55,323",Interviewer: Because salvation is attained here,interviewer: क्योंकि यहाँ पर मोक्ष की प्राप्ति होती है,,,kashi baba
"00:04:56,690","00:05:06,935","baba: People come here for religious activities, that is why people perform body rites, people who come here to die.","baba: यहाँ लोग धर्म कर्म के लिए आते हैं, इसी लिए देह संस्कार जो लोग करते हैं, जो लोग यहाँ मरने के लिए आते हैं",,,kashi baba
"00:05:07,616","00:05:09,556",to attain salvation,मोक्ष को प्राप्त करने के लिए,,,kashi baba
"00:05:09,868","00:05:21,456","But what about many people that they have come here to die, and are lying in old age ashram, Moksh Bhawan or Mukti Bhawan, but it is not written there that they have to die in Kashi.","लेकिन बहुत से लोगों का क्या है कि आए हैं यहाँ पर मरने के लिए, और वृद्ध आश्रम में, मोक्ष भवन में या मुक्ति भवन में पड़े हुए हैं, लेकिन वहां ये नहीं लिखा है की इनको काशी में मरना है",,,kashi baba
"00:05:22,990","00:05:30,797","This is because if their soul is not pure, then how will they attain salvation?  Where will one attain salvation?","ऐसा इसलिए क्योंकि उनकी आत्मा शुद्ध नहीं है, तो मोक्ष प्राप्ति कहाँ से होगी? मोक्ष की प्राप्ति कहाँ से होगी?",,,kashi baba
"00:05:33,644","00:05:40,694","From here people go somewhere else, it was found out that after going there and leaving the body, it was not written  that you will get salvation in Kashi.","यहाँ से लेकर फिर लोग जाते हैं कहीं और, पता लगा कि वहां जाकर शरीर छोड़ दिया, तो कशी में लिखा हुआ नहीं था की तुमको मोक्ष मिले",,,kashi baba
"00:05:40,907","00:05:52,383",Interviewer: Living people come here to attain salvation.  Tell us about how important it is to attain salvation in Hindu religion and people want to spend their last days in Banaras and die here only.,interviewer: जिंदा लोग यहाँ पर मोक्ष की प्राप्ति के लिए आते हैं. इस बारे में बताइए कि कितना ज़रूरी है हिन्दू धर्म में मोक्ष की प्राप्ति और लोग चाहते हैं कि अपना आखिरी वक्त वो बनारस में ही बिताएं और यहीं पर बनारस में ही मारें,,,kashi baba
"00:05:52,516","00:06:02,799","baba: But not everyone can come, people come, those who believe, those who know that we will attain salvation in Kashi.","baba:लेकिन सब तो नहीं आ सकते हैं, लोग आते हैं, जो लोग मानते हैं, जो लोग जानते हैं कि काशी में हमें मोक्ष की प्राप्ति होगी",,,kashi baba
"00:06:03,850","00:06:13,563","So people come here from all over, some are in Mukti Bhawan, some are in Moksh Bhawan, some are in Sadhu Bela Ashram, there are many ashrams built like this.","तो लोग बाहर-बाहर से चले आते हैं यहाँ, कोई मुक्तिभावन में है, कोई मोक्ष भवन में है, कोई साधू बेला आश्रम में है, तो इसी तरह कई आश्रम बने हुए हैं",,,kashi baba
"00:06:14,017","00:06:21,090","People come, months, fifteen days, twenty days, thinking that now it is our last time, let's go to Kashi.","लोग आते हैं, महीने, पंद्रह दिन, बीस दिन, सोचते हैं कि अब हमारा आखिरी समय है, चलो काशी",,,kashi baba
"00:06:22,689","00:06:33,459","But if it is not written here, then they get worried for two months and think that it is not written for them, take them somewhere else, then they come to know that after picking them up from Kashi, they took them somewhere else, and there their soul left their body.","लेकिन यहाँ अगर लिखा हुआ नहीं है, फिर दो-दो महीने परेशान होकर सोचते हैं कि यहाँ तो लिखा हुआ नहीं है, कहीं और ले चलो इनको, पता लगा कि काशी से उठाकर कहीं और लेकर चले गए, और वहां उन्होंने अपना शरीर छोड़ दिया",,,kashi baba
"00:06:34,717","00:06:36,657",So it is also written in Kashi,तो काशी में लिखा भी हुआ होता है,,,kashi baba
"00:06:37,100","00:06:39,453",Interviewer: Only the one who has purity of mind,interviewer: मन की शुद्धि जिसकी होगी वही बस,,,kashi baba
"00:06:39,539","00:06:50,299","baba: Not everyone is written in Kashi, if you keep the whole world in Kashi, then only he whose death is written will remain, the person living in Kashi goes and dies in a foreign country.","baba: सबका काशी में नहीं लिखा है, पूरे विश्व को काशी में रख दो, तो जिसका लिखा हुआ रहेगा केवल वही, कशी में रहने वाला आदमी जाकर के विदेश में मरता है",,,kashi baba
"00:06:52,413","00:06:59,773","Why?  Because its name is not written in Kashi, Manikarnika pilgrimage site is not for everyone.","क्यों? इसलिए क्योंकि उसका नाम काशी में नहीं लिखा है, मणिकर्णिका तीर्थ स्थल सबके लिए नहीं है",,,kashi baba
"00:07:00,754","00:07:04,987","Those who are very lucky people, for them there is Manikarnika, the great crematorium of Kashi.","बहुत भाग्यशाली लोग होते हैं, उनके लिए मणिकर्णिका, काशी का महाशमशान है",,,kashi baba
"00:07:06,947","00:07:08,367",Interviewer: What is this process?,interviewer: ये प्रक्रिया क्या होती है,,,kashi baba
"00:07:08,395","00:07:14,108","baba: This process has been going on for centuries, since ancient times.","baba: ये प्रक्रिया चली आ रही है सदियों से, आदिकाल के समय से",,,kashi baba
"00:07:15,093","00:07:27,349","When 51 body parts of Mata Sati fell at 51 different places, all of them are Shaktipeeths, which are called Disha Lakshi.","जब माता सती का 51 शरीर के अंग, 51 अलग अलग जगहों पर गिरे हुए थे, तो वो सब शक्तिपीठ हैं, जिन्हें बोलते हैं दिशा लाक्षी",,,kashi baba
"00:07:28,887","00:07:35,587","He is in the Manikarnika pilgrimage site, today he has become Meera ghat, but this entire pilgrimage is Manikarnika.","वो मणिकर्णिका तीर्थस्थल में है, आज वो मेरे घाट हो गया, लेकिन ये पूरा तीर्थ मणिकर्णिका है",,,kashi baba
"00:07:36,208","00:07:42,601",This is an entire area from Meera ghat to Manikarnika and this is the entire Manikarnika.,मेरे घाट से लेकर और यहाँ मणिकर्णिका तक ये पूरा एक क्षेत्र है और ये पूरा ही मणिकर्णिका है,,,kashi baba
"00:07:43,111","00:07:48,644","So the kings and emperors made something out of something, some made meera ghat, some made a pilgrimage ghat, some made a maan temple.","तो राजा महाराजाओं ने कुछ से कुछ बना दिया, कोई मेरे घाट बना दिया कोई तीर्थ घाट बना दिया, कोई मान मंदिर बना दिया",,,kashi baba
"00:07:49,665","00:08:00,498","But the area of ​​Manikarnika, you are seeing Scindia Ghat, Dattatreya, Mir Ghat, you are seeing the temple of Brahimdevi, this is the entire area of ​​Manikarnika.","लेकिन मणिकर्णिका का क्षेत्र जो है, वो सिंधिया घाट, दत्तात्रेय देख रहे हो, मीर घाट ब्राहिम्देवी का मंदिर देख रहे हो, ये पूरा मणिकर्णिका का क्षेत्र है",,,kashi baba
"00:08:03,788","00:08:17,768","Interviewer: Baba, when our soul attains salvation and leaves the body, then what is the time of life after that, what is that life?","interviewer: बाबा जब हमारी आत्मा को मोक्ष की प्राप्ति हो जाती है और ये शरीर को छोड़ देती है, तो ये उसके बाद के जीवन का समय कैसा होता है, वो क्या ज़िन्दगी है ?",,,kashi baba
"00:08:18,287","00:08:27,433","baba: This is explained by one's deeds, however, this soul never dies.","baba: ये तो अपने कर्म बताते हैं, वैसे ये आत्मा कभी मरती नहीं है",,,kashi baba
"00:08:29,833","00:08:35,037","This soul never dies, it leaves one body and attains another body immediately.","ये आत्मा कभी नहीं मरती है, एक शरीर को छोड़कर दुसरे शरीर को प्राप्त कर लेती है तुरंत",,,kashi baba
"00:08:35,264","00:08:36,324",interviewer: how,interviewer: कैसे,,,kashi baba
"00:08:37,651","00:08:43,791","baba: As soon as we leave our body, the soul appears in someone else's body.","baba: जैसे हमारा शरीर छूटा, तो ये आत्मा जो है दुसरे के शरीर में प्रकट हो जाती है",,,kashi baba
"00:08:46,279","00:08:58,284","Just like someone became pregnant at the same time, took birth immediately, even if you give it a different name, it doesn't matter, but the body is the same, only the name is different.","जैसे कोई गर्भवती हो गया उसी समय,तुरंत जन्म ले लिया, भले ही नाम उसका दूसरा रख दो, उससे कोई मतलब नहीं है लेकिन वही शरीर है, सिर्फ नाम अलग है",,,kashi baba
"00:08:59,418","00:09:07,664","So the soul never dies, the soul leaves one body and immediately joins another body, then those who attain salvation","तो आत्मा कभी नहीं मरती है, आत्मा तो एक शरीर को छोडती है तुरंत दुसरे शरीर को पकडती है, तो जो लोग मोक्ष को प्राप्त करते हैं",,,kashi baba
"00:09:07,732","00:09:11,952",that is the only body that goes to Lord Vishnu,केवल वही एक शरीर हैं जो भगवान् विष्णु के पास चले जाते हैं,,,kashi baba
"00:09:14,219","00:09:17,025",Attainment of salvation comes directly from Lord Vishnu.,मोक्ष प्राप्ति जो है सीधे भगवान् विष्णु के यहाँ होती है,,,kashi baba
"00:09:17,050","00:09:27,370","Interviewer: Baba, how should we live the normal life that has been taught in Hindu religion?  We are not talking about the life of a saint.",interviewer: बाबा हमें नार्मल जीवन जो हिन्दू धर्म में सिखाया गया है यो कैसे जीना चाहिए? हम साधू वाले जीवन की बात नहीं कर रहे,,,kashi baba
"00:09:28,166","00:09:39,730","baba: It is not necessary, a saint may be a great saint, but unless he is pure in soul, he is not a saint.","baba: कोई जरूरी नहीं है, एक साधू जो है, वो कितना ही बढ़िया साधू हो लेकिन जब तक आत्मा से शुद्ध नहीं है वो साधू नहीं है",,,kashi baba
"00:09:40,199","00:09:41,072",they are only for fun,वो स्वादु है,,,kashi baba
"00:09:41,956","00:09:51,343","So you can become a Sadhu, it is not necessary, there is no ashram greater than the Grihasthi Ashram of living within a family.","तो साधू तुम बन सकते हो कोई जरूरी नहीं है, एक परिवार के अन्दर रहकर के  जो गृहस्थी आश्रम होता है, उससे बड़ा कोई आश्रम नहीं है",,,kashi baba
"00:09:52,220","00:10:03,887","While living in a household, seeing all the things, seeing all the actions, how they should run, how they should run, if you move along observing everything, then your life will always be truthful.","गृहस्थी में रहकर के, सब चीज़ों को देखते हुए, सब कर्मों को देखते हुए,इनका कैसे चलना चाहिए, इनका कैसे चलना चाहिए, सबको अगर देखते हुए चलोगे तो हमेशा जीवन यापन सत्य ही होगा",,,kashi baba
"00:10:04,548","00:10:06,208",And karma will always be pure,और कर्म हमेशा साफ़ रहेंगे,,,kashi baba
"00:10:06,621","00:10:07,401",come this way,इधर से आ जाओ,,,kashi baba
"00:10:10,558","00:10:15,478",So for this it is not necessary that one has to disguise himself and become a saint.,तो इसके लिए ऐसा जरूरी नहीं है कि भेस बदल लेना है और साधू बन जाना है,,,kashi baba
"00:10:17,155","00:10:28,176","We also live in a householder's ashram, we too are householders, it is not necessary that we become saints and show illusion here and there or that we are after collecting illusion only","हम भी गृहस्थ आश्रम में रहते हैं, हम भी गृहस्थ हैं, कोई जरूरी नहीं है कि हम साधू बनकर इधर उधर माया दिखाते फिरें उया हम खाली माया बटोरने के पीछे हों",,,kashi baba
"00:10:29,630","00:10:33,149","Interviewer: What is the process of becoming a Sadhu, who can become a Sadhu?","interviewer:साधू बनने का प्रोसेस क्या होता है, कौन बन सकता है साधू",,,kashi baba
"00:10:33,174","00:10:40,525","baba: A saint has to give up illusion, material things, home and family.","baba: साधू को माया, मटेरियल सब त्यागना होता है, घर परिवार सब कुछ त्यागना होता है",,,kashi baba
"00:10:41,548","00:10:50,275","And after renouncing whatever is there, you go to some forest, doing penance, you have no connection with anyone, there is no Maya.","और त्यागने के बाद जो है, किसी जंगल में चले गए, अपना तप कर रहे हो, किसी से कोई मतलब नहीं है, कोई माया नहीं है",,,kashi baba
"00:10:52,586","00:11:02,611","So not everyone is able to do it, the first course is of 12 years, which is called Hat Tapasya.","तो इसे सब नहीं कर पाते हैं, पहला कोर्स है 12 साल का, जिसको बोलते हैं हट तपस्या",,,kashi baba
"00:11:05,064","00:11:12,437",One who is an ascetic will do severe penance for the first 12 years and then after going somewhere he will get one anna.,हट तपस्वी जो होता है वो पहले 12 साल घोर तपस्या करेगा तब कहीं जा कर के उसे एक आना मिलेगा,,,kashi baba
"00:11:15,521","00:11:17,241",Second course is 24 years,दूसरा कोर्स है 24 साल,,,kashi baba
"00:11:20,461","00:11:22,214",Third course is 42 years,तीसरा कोर्स है 42 साल,,,kashi baba
"00:11:23,074","00:11:24,181",So who does it?,तो कौन करता है ?,,,kashi baba
"00:11:26,518","00:11:27,871",Satguru are such people,सतगुरु ऐसे लोग हैं,,,kashi baba
"00:11:30,391","00:11:36,745","There was Swami Shankaracharya ji, there was Vivekananda ji, there are such people who used to do all this.","स्वामी शंकराचार्य जी थे, विवेकानंद जी थे, ऐसे ऐसे लोग है जो ये सब करते थे",,,kashi baba
"00:11:36,839","00:11:43,859","Now all the saints are there just for money, just keep coming.","अब जितने साधू हैं सब खाली पैसे के लिए हैं, आते रहो बस",,,kashi baba
"00:11:45,176","00:11:48,309","You have sounded the trumpet, you have sounded the boat, keep moving.","सरसा बजा दी, जहाज बजा दिए चलते रहो",,,kashi baba
"00:11:50,742","00:11:54,812","So Sadhu's name is devil, Baba's name is chaos.","तो साधू नाम शैतान, बाबा नाम बवाल",,,kashi baba
"00:11:57,960","00:12:03,253","So one should not do such deeds, if one has become a saint then one should also have the thoughts of a saint.","तो ऐसे कर्मों को नहीं करना चाहिए, अगर साधू बने हो तो साधू वाले विचार भी होने चाहिए",,,kashi baba
"00:12:03,293","00:12:06,333",Interviewer: But how do one become a saint?  They also have to go to their own last rites,interviewer: लेकिन बनते कैसे हैं साधू? उनको अपने खुद के पिंड दान में भी जाना होता है,,,kashi baba
"00:12:06,358","00:12:15,890","baba: One has to sacrifice oneself completely, those sanskars, tenth, thirteenth, all are done immediately, they will be bald.","baba:अपने आप को पूर्ण रूप से त्याग देना होता है, वो संस्कार, दसवीं, तेहरवीं सब कर लेते हैं तुरंत, उनका मुंडन होगा",,,kashi baba
"00:12:16,815","00:12:23,908","And those who have, their gurus speak in their ears, those mantras are not told to everyone, only they can do that mantra.","और जो उनके गुरु हैं वो उनके कान में बोलते हैं, वो मन्त्र सबको नहीं बताया जाता है, वो मन्त्र सिर्फ वही करेंगे",,,kashi baba
"00:12:24,308","00:12:33,381","The knowledge that the Guru has given, the mantra that the Guru has given, that mantra is not told to anyone, it is the knowledge of the Guru.","जो गुरु ने ज्ञान दिया है, जो गुरु ने मन्त्र दिया है, वो मन्त्र किसी को बताया नहीं जाता, गुरु का ज्ञान है वो",,,kashi baba
"00:12:36,395","00:12:40,415","Now some do one guru, some do five gurus, some do eleven gurus.","अब कोई एक गुरु करता है, कोई पांच गुरु करता है, कोई ग्यारह गुरु करता है",,,kashi baba
"00:12:42,223","00:12:48,876","But when there is a Guru's work then only one is made a Guru, till now I have not made anyone a Guru, I have not found anyone like that.","लेकिन गुरु का काम हो तब गुरु बनाया जाता है, अभी तक मैंने किसी को गुरु नहीं बनाया है, मुझे कोई ऐसा मिला ही नहीं",,,kashi baba
"00:12:50,933","00:12:54,147","Still the Guru is searching for us, and we are still searching for the Guru","अभी भी गुरु हमें खोज रहा है, और हम गुरु को खोज रहे हैं",,,kashi baba
"00:12:55,858","00:13:00,618","It is not necessary that we are searching with the body, we are searching with the eyes, we are searching from here","ये जरूरी नहीं है कि हम शरीर से खोज रहे हैं, आँख से खोज रहे हैं, हम यहाँ से खोज रहे हैं",,,kashi baba
"00:13:00,695","00:13:03,635","Interviewer: What is your age?
baba: My, at this time it is 55 years","interviewer: क्या उम्र है आपकी ?
baba: मेरी, इस समय 55 साल है",,,kashi baba
"00:13:03,908","00:13:06,308",Interviewer: You have been searching for your guru for 55 years.,interviewer: 55 साल से आप अपने गुरु को ढूंढ रहे हैं,,,kashi baba
"00:13:06,694","00:13:17,039","baba: Where have we not gone, we have visited Uttarakhand, Kedarnath, Badrinath, Amarnath, Amarkantha, Kailash and everywhere else, but till now we have not found any Guru.","baba: हम कहाँ नहीं गए, उत्तराखंड, केदारनाथ, बदरीनाथ, अमरनाथ, अमरकंठा, कैलाश और सब जगह घूम चुके हैं, लेकिन अभी तक हमको कोई गुरु नहीं मिला",,,kashi baba
"00:13:19,697","00:13:21,124",Will see when we get it,जब मिलेगा तो देखा जाएगा,,,kashi baba
"00:13:23,397","00:13:30,817","This is that we are searching for the Guru, the Guru is searching for us, and no one knows where we will find him, neither do I know nor do they know.","ये है कि गुरु को हम खोज रहे हैं, गुरु हमको खोज रहा है, और कहाँ मिलेंगे कोई नहीं जानता, न मैं जानता हूँ न वो जानते हैं",,,kashi baba
"00:13:31,744","00:13:33,284",we meet many saints,मिले तो हमको बहुत संत,,,kashi baba
"00:13:36,477","00:13:43,545","I kept walking in Uttarakhand for seven months and twenty-eight days, on foot, and in this disguise.","मैं सात महीने अट्ठाईस दिन उत्तराखंड में पैदल चलते रहे, पैदल, और इसी भेस में",,,kashi baba
"00:13:44,366","00:13:49,079","Not in any other clothes or anything, in the same disguise as we are here.","न किसी और कपडें में न कुछ, इसी भेस में जैसे यहाँ हैं इसी तरह",,,kashi baba
"00:13:51,243","00:13:56,109","I have gone till Shillong, I have gone till Brahmakamal","शिल्लोंग तक गए हैं, ब्रहमकमल तक गया हूँ मैं",,,kashi baba
"00:13:58,467","00:14:01,607",At that time I found 5365 sadhus,उस समय मुझे 5365 साधू मिले,,,kashi baba
"00:14:04,114","00:14:05,241",abbot people,मठाधीश लोग,,,kashi baba
"00:14:05,601","00:14:09,114","But among them I understood only three people, that three are right and the rest are useless.","लेकिन उनमें से मुझे तीन लोग ही समझ में आए, कि तीन सही हैं बाकी सब बेकार हैं",,,kashi baba
"00:14:09,287","00:14:11,074",Interviewer: How did you shortlist these guys?,interviewer: कैसे shortlist किया कि ये सही हैं,,,kashi baba
"00:14:11,107","00:14:14,674","We have seen them, we just sit while talking.","हमने देखा न उन्हें, वार्तालाप करते हुए हम तो बैठते हैं न",,,kashi baba
"00:14:16,497","00:14:22,483","Wherever satsang is going on, sadhus are sitting there, we also sit in the middle, listening.","जहाँ सत्संग चलता है, वहां साधू बैठे हैं, हम भी बैठते हैं बीच में, सुन रहे हैं",,,kashi baba
"00:14:23,503","00:14:29,530","I asked anyone, whatever my soul said and I did not get the right answer.","मैंने किसी से भी पूछ लिया, जो मेरी आत्मा ने कहा वो पूछ लिया और उसका उत्तर मुझे सही नहीं मिला",,,kashi baba
"00:14:31,582","00:14:42,552","Later I saw that he was lying somewhere after drinking alcohol, someone was lying here after consuming cannabis and was saying that you give us something, I will order this, I will order that.","बाद में देखा तो दारु पीकर कहीं लुड़का पड़ा है, कोई भांग खाकर यहाँ पड़ा है और कह रहा है कि तुम हमको कुछ दो, मैं ये मंगाऊंगा, वो मंगाऊंगा",,,kashi baba
